spend_date,channel,campaign,spend,attributed_revenue
2025-09-28,Amazon,Sponsored Display,46.4,65.28
2025-09-28,TikTok Shop,Creator Boost,41.65,191.07
2025-09-28,Shopify,Holiday Push,51.17,108.6
2025-09-28,Amazon,Clearance Remarketing,30.45,38.16
2025-09-29,Shopify,Brand Search Always-On,42.12,160.8
2025-09-29,Shopify,Prospecting Broad,100.81,101.13
2025-09-29,Amazon,Sponsored Products,73.77,240.5
2025-09-29,Amazon,Sponsored Display,31.48,48.69
2025-09-29,TikTok Shop,Creator Boost,43.79,124.74
2025-09-29,TikTok Shop,Spark Retargeting,41.4,124.37
2025-09-29,Shopify,Holiday Push,65.99,206.44
2025-09-29,Amazon,Clearance Remarketing,33.4,44.99
2025-09-30,Shopify,Brand Search Always-On,30.49,115.04
2025-09-30,Amazon,Sponsored Products,51.1,188.87
2025-09-30,Amazon,Sponsored Display,43.39,81.67
2025-09-30,TikTok Shop,Spark Retargeting,34.6,81.7
2025-09-30,Shopify,Holiday Push,79.8,189.7
2025-09-30,Amazon,Clearance Remarketing,19.49,20.07
2025-10-01,Shopify,Brand Search Always-On,49.17,124.58
2025-10-01,Shopify,Prospecting Broad,48.52,52.23
2025-10-01,Amazon,Sponsored Products,46.75,119.24
2025-10-01,Amazon,Sponsored Display,48.69,87.5
2025-10-01,TikTok Shop,Creator Boost,56.45,235.35
2025-10-01,TikTok Shop,Spark Retargeting,38.66,128.95
2025-10-01,Shopify,Holiday Push,72.38,186.1
2025-10-01,Amazon,Clearance Remarketing,33.04,42.11
2025-10-02,Shopify,Brand Search Always-On,41.45,164.27
2025-10-02,Shopify,Prospecting Broad,54.91,54.92
2025-10-02,Amazon,Sponsored Products,79.27,189.67
2025-10-02,Amazon,Sponsored Display,41.63,56.04
2025-10-02,TikTok Shop,Creator Boost,61.42,217.07
2025-10-02,Shopify,Holiday Push,74.06,167.04
2025-10-02,Amazon,Clearance Remarketing,34.01,36.13
2025-10-03,Shopify,Brand Search Always-On,44.25,205.36
2025-10-03,Shopify,Prospecting Broad,101.29,163.77
2025-10-03,Amazon,Sponsored Products,52.2,160.68
2025-10-03,Amazon,Sponsored Display,30.97,43.6
2025-10-03,TikTok Shop,Creator Boost,54.15,255.57
2025-10-03,TikTok Shop,Spark Retargeting,40.25,101.25
2025-10-03,Shopify,Holiday Push,62.89,203.48
2025-10-03,Amazon,Clearance Remarketing,15.11,18.25
2025-10-04,Shopify,Prospecting Broad,101.8,143.81
2025-10-04,Amazon,Sponsored Display,22.44,25.5
2025-10-04,TikTok Shop,Creator Boost,42.79,209.58
2025-10-04,TikTok Shop,Spark Retargeting,41.17,92.51
2025-10-04,Shopify,Holiday Push,81.48,211.35
2025-10-05,Shopify,Brand Search Always-On,34.24,134.14
2025-10-05,Shopify,Prospecting Broad,74.82,79.91
2025-10-05,Amazon,Sponsored Products,75.81,292.4
2025-10-05,Amazon,Sponsored Display,26.64,51.94
2025-10-05,TikTok Shop,Creator Boost,49.04,237.84
2025-10-05,TikTok Shop,Spark Retargeting,30.7,76.94
2025-10-05,Amazon,Clearance Remarketing,27.04,31.61
2025-10-06,Shopify,Brand Search Always-On,34.95,137.82
2025-10-06,Shopify,Prospecting Broad,68.34,67.43
2025-10-06,Amazon,Sponsored Products,59.13,240.11
2025-10-06,Amazon,Sponsored Display,35.34,66.13
2025-10-06,TikTok Shop,Creator Boost,52.25,161.86
2025-10-06,TikTok Shop,Spark Retargeting,22.42,58.38
2025-10-06,Shopify,Holiday Push,81.34,294.38
2025-10-06,Amazon,Clearance Remarketing,32.27,48.8
2025-10-07,Shopify,Brand Search Always-On,29.38,126.07
2025-10-07,Shopify,Prospecting Broad,111.61,138.27
2025-10-07,Amazon,Sponsored Products,73.86,168.82
2025-10-07,TikTok Shop,Creator Boost,43.76,118.18
2025-10-07,Amazon,Clearance Remarketing,23.13,31.26
2025-10-08,Shopify,Brand Search Always-On,49.07,190.91
2025-10-08,Shopify,Prospecting Broad,107.15,180.34
2025-10-08,Amazon,Sponsored Products,80.34,238.52
2025-10-08,Amazon,Sponsored Display,25.74,41.13
2025-10-08,TikTok Shop,Creator Boost,64.41,266.42
2025-10-08,TikTok Shop,Spark Retargeting,28.56,71.73
2025-10-08,Shopify,Holiday Push,79.81,251.2
2025-10-08,Amazon,Clearance Remarketing,27.41,24.73
2025-10-09,Shopify,Brand Search Always-On,58.9,157.31
2025-10-09,Amazon,Sponsored Products,37.48,92.62
2025-10-09,Amazon,Sponsored Display,46.07,60.98
2025-10-09,TikTok Shop,Creator Boost,46.71,173.22
2025-10-09,TikTok Shop,Spark Retargeting,19.33,45.89
2025-10-09,Shopify,Holiday Push,57.7,172.97
2025-10-09,Amazon,Clearance Remarketing,32.86,32.57
2025-10-10,Shopify,Brand Search Always-On,29.93,133.24
2025-10-10,Shopify,Prospecting Broad,70.26,72.33
2025-10-10,Amazon,Sponsored Products,54.3,201.9
2025-10-10,Amazon,Sponsored Display,25.48,37.53
2025-10-10,TikTok Shop,Creator Boost,34.82,139.31
2025-10-10,TikTok Shop,Spark Retargeting,27.13,75.83
2025-10-10,Shopify,Holiday Push,50.49,158.32
2025-10-10,Amazon,Clearance Remarketing,34.28,30.68
2025-10-11,Shopify,Brand Search Always-On,29.92,106.6
2025-10-11,Shopify,Prospecting Broad,109.28,148.7
2025-10-11,Amazon,Sponsored Products,52.91,177.35
2025-10-11,Amazon,Sponsored Display,37.47,39.54
2025-10-11,TikTok Shop,Creator Boost,72.14,199.87
2025-10-11,Shopify,Holiday Push,87.05,282.32
2025-10-11,Amazon,Clearance Remarketing,19.16,27.07
2025-10-12,Shopify,Brand Search Always-On,57.29,172.24
2025-10-12,Shopify,Prospecting Broad,58.79,106.31
2025-10-12,Amazon,Sponsored Products,49.67,111.38
2025-10-12,Amazon,Sponsored Display,33.53,36.35
2025-10-12,TikTok Shop,Creator Boost,37.78,101.59
2025-10-12,TikTok Shop,Spark Retargeting,37.27,101.16
2025-10-12,Amazon,Clearance Remarketing,27.06,40.31
2025-10-13,Shopify,Brand Search Always-On,52.33,177.61
2025-10-13,Shopify,Prospecting Broad,86.88,149.36
2025-10-13,Amazon,Sponsored Products,50.16,127.94
2025-10-13,Amazon,Sponsored Display,33.14,58.35
2025-10-13,TikTok Shop,Creator Boost,44.48,140.46
2025-10-13,TikTok Shop,Spark Retargeting,20.42,64.2
2025-10-13,Shopify,Holiday Push,58.78,214.12
2025-10-13,Amazon,Clearance Remarketing,32.84,32.82
2025-10-14,Shopify,Brand Search Always-On,31.86,148.6
2025-10-14,Shopify,Prospecting Broad,87.64,125.8
2025-10-14,Amazon,Sponsored Products,67.43,156.81
2025-10-14,Amazon,Sponsored Display,46.73,87.25
2025-10-14,TikTok Shop,Creator Boost,44.98,144.97
2025-10-14,TikTok Shop,Spark Retargeting,20.76,52.41
2025-10-14,Shopify,Holiday Push,68.92,212.47
2025-10-15,Shopify,Brand Search Always-On,52.7,175
2025-10-15,Shopify,Prospecting Broad,95.17,120.23
2025-10-15,Amazon,Sponsored Products,66.73,247.68
2025-10-15,Amazon,Sponsored Display,37.15,45.09
2025-10-15,TikTok Shop,Creator Boost,58.01,276.26
2025-10-15,TikTok Shop,Spark Retargeting,39.4,93.45
2025-10-15,Shopify,Holiday Push,47.01,121
2025-10-15,Amazon,Clearance Remarketing,20.22,20.3
2025-10-16,Shopify,Brand Search Always-On,38.6,122.64
2025-10-16,Shopify,Prospecting Broad,98.52,107.29
2025-10-16,Amazon,Sponsored Products,46.27,106.88
2025-10-16,Amazon,Sponsored Display,39.26,55.8
2025-10-16,TikTok Shop,Creator Boost,39.47,158.01
2025-10-16,TikTok Shop,Spark Retargeting,32.24,84.16
2025-10-16,Shopify,Holiday Push,48.07,152.13
2025-10-16,Amazon,Clearance Remarketing,29.1,30.57
2025-10-17,Shopify,Brand Search Always-On,59.02,191.06
2025-10-17,Shopify,Prospecting Broad,80.09,144.85
2025-10-17,Amazon,Sponsored Products,40.16,99.54
2025-10-17,Amazon,Sponsored Display,43.36,75.3
2025-10-17,TikTok Shop,Creator Boost,74.88,362.11
2025-10-17,TikTok Shop,Spark Retargeting,32.32,73.91
2025-10-17,Shopify,Holiday Push,68.98,153.93
2025-10-17,Amazon,Clearance Remarketing,33.19,46.9
2025-10-18,Shopify,Brand Search Always-On,36.15,98.54
2025-10-18,Amazon,Sponsored Products,52.26,162.55
2025-10-18,Amazon,Sponsored Display,38.63,53.25
2025-10-18,TikTok Shop,Creator Boost,47.18,228.13
2025-10-18,TikTok Shop,Spark Retargeting,30.74,97.5
2025-10-18,Amazon,Clearance Remarketing,26.32,37.98
2025-10-19,Shopify,Brand Search Always-On,30.55,108.49
2025-10-19,Amazon,Sponsored Products,82.22,221.98
2025-10-19,TikTok Shop,Creator Boost,42.05,177.73
2025-10-19,TikTok Shop,Spark Retargeting,25.12,83.17
2025-10-19,Shopify,Holiday Push,77.34,190.94
2025-10-20,Shopify,Brand Search Always-On,46.79,188.92
2025-10-20,Amazon,Sponsored Products,60.83,155.85
2025-10-20,Amazon,Sponsored Display,38.58,53.52
2025-10-20,TikTok Shop,Creator Boost,37.4,173.34
2025-10-20,TikTok Shop,Spark Retargeting,40.86,81.03
2025-10-20,Amazon,Clearance Remarketing,17.36,24.41
2025-10-21,Shopify,Brand Search Always-On,54.38,167.78
2025-10-21,Shopify,Prospecting Broad,77.65,133.53
2025-10-21,Amazon,Sponsored Products,37.13,128.33
2025-10-21,Amazon,Sponsored Display,33.09,38.37
2025-10-21,TikTok Shop,Creator Boost,64.44,250.56
2025-10-21,TikTok Shop,Spark Retargeting,22.61,41.51
2025-10-21,Shopify,Holiday Push,63.18,221.91
2025-10-21,Amazon,Clearance Remarketing,22.63,27.94
2025-10-22,Shopify,Brand Search Always-On,48.85,160.2
2025-10-22,Shopify,Prospecting Broad,105.19,176.21
2025-10-22,Amazon,Sponsored Products,45.27,124.01
2025-10-22,Amazon,Sponsored Display,43.33,56.89
2025-10-22,TikTok Shop,Creator Boost,64.43,297.67
2025-10-22,TikTok Shop,Spark Retargeting,27.51,80.67
2025-10-22,Shopify,Holiday Push,52.37,127.27
2025-10-22,Amazon,Clearance Remarketing,23.77,23.69
2025-10-23,Shopify,Brand Search Always-On,33.52,101.87
2025-10-23,Shopify,Prospecting Broad,87.48,128.12
2025-10-23,TikTok Shop,Creator Boost,56.33,251.84
2025-10-23,Shopify,Holiday Push,89.84,290.79
2025-10-24,Shopify,Brand Search Always-On,48.69,185.08
2025-10-24,Shopify,Prospecting Broad,104.62,110.35
2025-10-24,Amazon,Sponsored Products,44.38,150.23
2025-10-24,Amazon,Sponsored Display,42.96,68.7
2025-10-24,TikTok Shop,Creator Boost,64.39,231.54
2025-10-24,TikTok Shop,Spark Retargeting,21.3,68.51
2025-10-24,Shopify,Holiday Push,43.91,98.1
2025-10-24,Amazon,Clearance Remarketing,20.13,22.17
2025-10-25,Shopify,Brand Search Always-On,29.91,118.07
2025-10-25,Shopify,Prospecting Broad,86.11,103.18
2025-10-25,Amazon,Sponsored Products,75.62,243.58
2025-10-25,Amazon,Sponsored Display,40.58,46.08
2025-10-25,TikTok Shop,Creator Boost,76.98,252.94
2025-10-25,TikTok Shop,Spark Retargeting,20.45,62.2
2025-10-25,Shopify,Holiday Push,78,259.76
2025-10-25,Amazon,Clearance Remarketing,33.31,30.64
2025-10-26,Shopify,Brand Search Always-On,58.13,224.88
2025-10-26,Shopify,Prospecting Broad,72.48,98.7
2025-10-26,Amazon,Sponsored Products,71.17,225.89
2025-10-26,Amazon,Sponsored Display,23.62,25.76
2025-10-26,TikTok Shop,Creator Boost,40.78,146.54
2025-10-26,TikTok Shop,Spark Retargeting,25.09,46.28
2025-10-26,Shopify,Holiday Push,65.48,202.95
2025-10-26,Amazon,Clearance Remarketing,21.35,30.05
2025-10-27,Shopify,Brand Search Always-On,44.64,161.69
2025-10-27,Shopify,Prospecting Broad,99.02,104.83
2025-10-27,Amazon,Sponsored Products,62.11,224.95
2025-10-27,Amazon,Sponsored Display,36.96,53.27
2025-10-27,TikTok Shop,Creator Boost,43.22,171.85
2025-10-27,Shopify,Holiday Push,85.91,256.22
2025-10-27,Amazon,Clearance Remarketing,27.13,30.25
2025-10-28,Shopify,Prospecting Broad,58.63,58.93
2025-10-28,Amazon,Sponsored Products,61.21,190.7
2025-10-28,Amazon,Sponsored Display,24.46,35.78
2025-10-28,TikTok Shop,Creator Boost,53.54,253.53
2025-10-28,TikTok Shop,Spark Retargeting,36.96,119.23
2025-10-28,Shopify,Holiday Push,72.2,213.4
2025-10-28,Amazon,Clearance Remarketing,21.58,23.69
2025-10-29,Shopify,Prospecting Broad,78.35,141.74
2025-10-29,Amazon,Sponsored Display,42.97,58.26
2025-10-29,TikTok Shop,Creator Boost,76.99,263.74
2025-10-29,TikTok Shop,Spark Retargeting,28.82,54.84
2025-10-29,Shopify,Holiday Push,97.67,294.86
2025-10-29,Amazon,Clearance Remarketing,23.45,26.35
2025-10-30,Shopify,Brand Search Always-On,55.07,188.79
2025-10-30,Shopify,Prospecting Broad,58.02,94.61
2025-10-30,Amazon,Sponsored Products,79.37,252.57
2025-10-30,Amazon,Sponsored Display,28.51,44.64
2025-10-30,TikTok Shop,Creator Boost,75.75,340.08
2025-10-31,Shopify,Brand Search Always-On,60.44,170.4
2025-10-31,Shopify,Prospecting Broad,63.45,75.67
2025-10-31,Amazon,Sponsored Display,26.8,41.13
2025-10-31,TikTok Shop,Spark Retargeting,31.62,96.63
2025-11-01,Shopify,Brand Search Always-On,60.85,178.3
2025-11-01,Shopify,Prospecting Broad,77.65,115.44
2025-11-01,Amazon,Sponsored Products,43.94,153.66
2025-11-01,Amazon,Sponsored Display,32.07,43.97
2025-11-01,TikTok Shop,Creator Boost,46.13,138.24
2025-11-01,TikTok Shop,Spark Retargeting,40.61,102.78
2025-11-01,Shopify,Holiday Push,61.97,223.23
2025-11-01,Amazon,Clearance Remarketing,30.93,29.07
2025-11-02,Shopify,Brand Search Always-On,33.55,128.95
2025-11-02,Shopify,Prospecting Broad,56.26,96.28
2025-11-02,Amazon,Sponsored Products,55.5,128.95
2025-11-02,Amazon,Sponsored Display,45.81,81.52
2025-11-02,TikTok Shop,Creator Boost,69.16,230.76
2025-11-02,TikTok Shop,Spark Retargeting,32.71,101.21
2025-11-02,Shopify,Holiday Push,73.44,220.48
2025-11-02,Amazon,Clearance Remarketing,32.73,46.47
2025-11-03,Shopify,Brand Search Always-On,48.4,197.73
2025-11-03,Shopify,Prospecting Broad,58.07,96.43
2025-11-03,Amazon,Sponsored Products,52.12,186.07
2025-11-03,Amazon,Sponsored Display,48.33,81.39
2025-11-03,TikTok Shop,Creator Boost,68.34,222.21
2025-11-03,TikTok Shop,Spark Retargeting,32.31,77.85
2025-11-03,Shopify,Holiday Push,60.25,135.17
2025-11-04,Shopify,Brand Search Always-On,39.13,147.72
2025-11-04,Shopify,Prospecting Broad,75.94,116.88
2025-11-04,Amazon,Sponsored Products,52.09,205.57
2025-11-04,Amazon,Sponsored Display,29.49,39.96
2025-11-04,TikTok Shop,Creator Boost,48.26,236.45
2025-11-04,TikTok Shop,Spark Retargeting,24.53,82.83
2025-11-04,Shopify,Holiday Push,81.41,176.36
2025-11-04,Amazon,Clearance Remarketing,26.31,23.21
2025-11-05,Shopify,Brand Search Always-On,46.64,130
2025-11-05,Shopify,Prospecting Broad,86.5,118.24
2025-11-05,Amazon,Sponsored Products,54.14,161.48
2025-11-05,Amazon,Sponsored Display,26.54,27.89
2025-11-05,TikTok Shop,Spark Retargeting,18.52,43.47
2025-11-05,Shopify,Holiday Push,64.99,154.91
2025-11-05,Amazon,Clearance Remarketing,33.41,50.71
2025-11-06,Shopify,Brand Search Always-On,40.2,146.94
2025-11-06,Shopify,Prospecting Broad,64.72,84.1
2025-11-06,Amazon,Sponsored Products,69.02,242.99
2025-11-06,TikTok Shop,Creator Boost,55.68,174.22
2025-11-06,TikTok Shop,Spark Retargeting,38.4,80.82
2025-11-06,Amazon,Clearance Remarketing,21.59,18.61
2025-11-07,Shopify,Brand Search Always-On,43.47,110.1
2025-11-07,Shopify,Prospecting Broad,90.37,154.7
2025-11-07,Amazon,Sponsored Products,68.52,223.36
2025-11-07,Amazon,Sponsored Display,30.79,36.59
2025-11-07,TikTok Shop,Creator Boost,37.93,126.88
2025-11-07,TikTok Shop,Spark Retargeting,18.7,36.08
2025-11-07,Shopify,Holiday Push,87.99,230.41
2025-11-07,Amazon,Clearance Remarketing,29.01,31.71
2025-11-08,Shopify,Brand Search Always-On,60.47,268.23
2025-11-08,Shopify,Prospecting Broad,66.13,115.61
2025-11-08,Amazon,Sponsored Products,69.23,215.33
2025-11-08,Amazon,Sponsored Display,21.34,33.92
2025-11-08,TikTok Shop,Creator Boost,65.53,302.52
2025-11-08,Shopify,Holiday Push,66.23,174.7
2025-11-08,Amazon,Clearance Remarketing,31.16,31.27
2025-11-09,Shopify,Brand Search Always-On,56.93,223.08
2025-11-09,Shopify,Prospecting Broad,60.24,88.16
2025-11-09,Amazon,Sponsored Products,41.14,140.85
2025-11-09,Amazon,Sponsored Display,23.86,35.19
2025-11-09,TikTok Shop,Creator Boost,53.84,174.16
2025-11-09,TikTok Shop,Spark Retargeting,20.42,68.4
2025-11-09,Amazon,Clearance Remarketing,25.78,37.01
2025-11-10,Shopify,Brand Search Always-On,45.62,160.4
2025-11-10,Shopify,Prospecting Broad,104.73,145.12
2025-11-10,Amazon,Sponsored Products,44.77,121.55
2025-11-10,Amazon,Sponsored Display,46.67,87.47
2025-11-10,TikTok Shop,Creator Boost,57.98,208.45
2025-11-10,TikTok Shop,Spark Retargeting,25.84,71.61
2025-11-10,Shopify,Holiday Push,50.39,109.52
2025-11-10,Amazon,Clearance Remarketing,30.47,34.56
2025-11-11,Shopify,Brand Search Always-On,41.3,136.59
2025-11-11,Amazon,Sponsored Products,74.52,278.38
2025-11-11,Amazon,Sponsored Display,27.18,31.83
2025-11-11,TikTok Shop,Creator Boost,43.35,178.35
2025-11-11,TikTok Shop,Spark Retargeting,23.83,72.32
2025-11-11,Shopify,Holiday Push,66.94,156.82
2025-11-11,Amazon,Clearance Remarketing,32.23,31.56
2025-11-12,Shopify,Brand Search Always-On,29.41,86.2
2025-11-12,Shopify,Prospecting Broad,60.09,108.05
2025-11-12,Amazon,Sponsored Products,56.59,225.68
2025-11-12,Amazon,Sponsored Display,43.61,47.54
2025-11-12,TikTok Shop,Creator Boost,72.41,250.86
2025-11-12,TikTok Shop,Spark Retargeting,20.07,48.75
2025-11-12,Amazon,Clearance Remarketing,29.97,40.44
2025-11-13,Shopify,Brand Search Always-On,27.01,103.21
2025-11-13,Shopify,Prospecting Broad,54.93,64.65
2025-11-13,TikTok Shop,Creator Boost,44.4,143.83
2025-11-13,TikTok Shop,Spark Retargeting,29.09,73.05
2025-11-13,Shopify,Holiday Push,63.17,211.84
2025-11-13,Amazon,Clearance Remarketing,16.62,15.5
2025-11-14,Shopify,Brand Search Always-On,59.81,254.71
2025-11-14,Amazon,Sponsored Products,79.56,290.82
2025-11-14,TikTok Shop,Creator Boost,62.3,203.79
2025-11-14,TikTok Shop,Spark Retargeting,33.08,68.65
2025-11-14,Shopify,Holiday Push,43.82,122.3
2025-11-14,Amazon,Clearance Remarketing,31.49,27.52
2025-11-15,Shopify,Brand Search Always-On,61.69,285.55
2025-11-15,Shopify,Prospecting Broad,50.79,69.41
2025-11-15,Amazon,Sponsored Products,64.51,249.47
2025-11-15,TikTok Shop,Creator Boost,40.32,187.29
2025-11-15,TikTok Shop,Spark Retargeting,24.16,68.89
2025-11-15,Shopify,Holiday Push,66.58,191.14
2025-11-15,Amazon,Clearance Remarketing,16.04,13.61
2025-11-16,Shopify,Brand Search Always-On,43.34,156.8
2025-11-16,Shopify,Prospecting Broad,93.44,92.26
2025-11-16,Amazon,Sponsored Display,46.54,58.27
2025-11-16,TikTok Shop,Creator Boost,74.35,197.83
2025-11-16,TikTok Shop,Spark Retargeting,22.52,60.19
2025-11-16,Shopify,Holiday Push,65.13,197.11
2025-11-16,Amazon,Clearance Remarketing,29.72,33.31
2025-11-17,Shopify,Brand Search Always-On,28.33,96.24
2025-11-17,Shopify,Prospecting Broad,100.89,108.37
2025-11-17,Amazon,Sponsored Products,76.13,295.11
2025-11-17,Amazon,Sponsored Display,40.91,44.98
2025-11-17,TikTok Shop,Creator Boost,46.21,204.35
2025-11-17,TikTok Shop,Spark Retargeting,21.04,68.93
2025-11-17,Shopify,Holiday Push,52.57,179.26
2025-11-17,Amazon,Clearance Remarketing,19.22,26.7
2025-11-18,Shopify,Brand Search Always-On,40.19,129.86
2025-11-18,Shopify,Prospecting Broad,58.93,73.34
2025-11-18,Amazon,Sponsored Products,47.9,138.28
2025-11-18,Amazon,Sponsored Display,36.17,48.52
2025-11-18,TikTok Shop,Creator Boost,70.02,197.28
2025-11-18,TikTok Shop,Spark Retargeting,39.29,110.6
2025-11-18,Shopify,Holiday Push,54.5,139.88
2025-11-19,Shopify,Brand Search Always-On,56.57,157.2
2025-11-19,Shopify,Prospecting Broad,77.52,112.77
2025-11-19,Amazon,Sponsored Products,66.73,224.64
2025-11-19,Amazon,Sponsored Display,47.3,53.52
2025-11-19,TikTok Shop,Creator Boost,66.96,193.46
2025-11-19,TikTok Shop,Spark Retargeting,32.59,77.3
2025-11-19,Amazon,Clearance Remarketing,32.99,43.55
2025-11-20,Shopify,Prospecting Broad,93.49,98.61
2025-11-20,Amazon,Sponsored Products,73.13,182.96
2025-11-20,Amazon,Sponsored Display,43.95,53.34
2025-11-20,TikTok Shop,Creator Boost,67.76,300.91
2025-11-20,TikTok Shop,Spark Retargeting,27.09,71
2025-11-20,Shopify,Holiday Push,57.24,173.46
2025-11-20,Amazon,Clearance Remarketing,19.12,18.98
2025-11-21,Shopify,Brand Search Always-On,34.6,135.99
2025-11-21,Amazon,Sponsored Products,38.34,134.32
2025-11-21,Amazon,Sponsored Display,21.27,26.43
2025-11-21,TikTok Shop,Creator Boost,64.17,276.66
2025-11-21,TikTok Shop,Spark Retargeting,19.95,63.55
2025-11-21,Shopify,Holiday Push,79.19,294.96
2025-11-21,Amazon,Clearance Remarketing,17.82,17.34
2025-11-22,Shopify,Brand Search Always-On,35.39,101.73
2025-11-22,Amazon,Sponsored Products,44.74,173.91
2025-11-22,Amazon,Sponsored Display,21,23.51
2025-11-22,TikTok Shop,Spark Retargeting,33.42,85.88
2025-11-22,Shopify,Holiday Push,43.72,148.79
2025-11-22,Amazon,Clearance Remarketing,33.67,49.66
2025-11-23,Shopify,Prospecting Broad,107.92,122.62
2025-11-23,Amazon,Sponsored Display,34.56,55.81
2025-11-23,TikTok Shop,Creator Boost,45.41,175.27
2025-11-23,TikTok Shop,Spark Retargeting,30.66,91.23
2025-11-23,Shopify,Holiday Push,42.61,114.16
2025-11-23,Amazon,Clearance Remarketing,23,29.27
2025-11-24,Shopify,Brand Search Always-On,54.17,203.72
2025-11-24,Shopify,Prospecting Broad,65.37,118.09
2025-11-24,Amazon,Sponsored Products,62.5,258.94
2025-11-24,Amazon,Sponsored Display,22.24,27.69
2025-11-24,TikTok Shop,Creator Boost,48.46,197.86
2025-11-24,TikTok Shop,Spark Retargeting,32.6,70
2025-11-24,Shopify,Holiday Push,61.09,205.57
2025-11-24,Amazon,Clearance Remarketing,29.19,30.73
2025-11-25,Shopify,Brand Search Always-On,32.4,120.24
2025-11-25,Shopify,Prospecting Broad,79.77,83.59
2025-11-25,Amazon,Sponsored Products,67.13,204.4
2025-11-25,Amazon,Sponsored Display,24.06,40.37
2025-11-25,TikTok Shop,Creator Boost,76.67,376.35
2025-11-25,TikTok Shop,Spark Retargeting,33.84,85.5
2025-11-25,Shopify,Holiday Push,93.54,252.85
2025-11-25,Amazon,Clearance Remarketing,17.75,21.14
2025-11-26,Shopify,Brand Search Always-On,37.77,127.54
2025-11-26,Shopify,Prospecting Broad,103.17,179.69
2025-11-26,Amazon,Sponsored Products,76.29,182.33
2025-11-26,Amazon,Sponsored Display,27.23,35.03
2025-11-26,TikTok Shop,Creator Boost,41.07,175.84
2025-11-26,TikTok Shop,Spark Retargeting,19.32,43.26
2025-11-26,Shopify,Holiday Push,60.46,213.16
2025-11-26,Amazon,Clearance Remarketing,21.65,19.25
2025-11-27,Shopify,Brand Search Always-On,62.95,170.75
2025-11-27,Shopify,Prospecting Broad,65.11,96.14
2025-11-27,Amazon,Sponsored Products,60.1,163.76
2025-11-27,TikTok Shop,Spark Retargeting,36,107.11
2025-11-27,Shopify,Holiday Push,61.32,203.28
2025-11-27,Amazon,Clearance Remarketing,16.5,21.27
2025-11-28,Shopify,Brand Search Always-On,47.04,213.64
2025-11-28,Amazon,Sponsored Products,83.85,340.36
2025-11-28,TikTok Shop,Spark Retargeting,32.77,74.6
2025-11-28,Shopify,Holiday Push,42.02,148.58
2025-11-28,Amazon,Clearance Remarketing,25.86,25.02
2025-11-29,Shopify,Prospecting Broad,78.4,97.66
2025-11-29,Amazon,Sponsored Products,57.48,139.58
2025-11-29,Amazon,Sponsored Display,25.49,36.03
2025-11-29,TikTok Shop,Creator Boost,69.1,222.16
2025-11-29,TikTok Shop,Spark Retargeting,35.28,102.15
2025-11-29,Shopify,Holiday Push,70.23,152.92
2025-11-30,Shopify,Prospecting Broad,70.89,72.81
2025-11-30,Amazon,Sponsored Display,30,41.06
2025-11-30,TikTok Shop,Creator Boost,50.11,141.38
2025-11-30,TikTok Shop,Spark Retargeting,27.05,65.64
2025-11-30,Shopify,Holiday Push,44.88,93.57
2025-11-30,Amazon,Clearance Remarketing,27.19,36.3
2025-12-01,Shopify,Brand Search Always-On,31.89,88.41
2025-12-01,Shopify,Prospecting Broad,54.24,94.97
2025-12-01,Amazon,Sponsored Display,21.21,31.46
2025-12-01,TikTok Shop,Spark Retargeting,34.63,89.65
2025-12-01,Shopify,Holiday Push,49.83,138.96
2025-12-01,Amazon,Clearance Remarketing,21.35,30.12
2025-12-02,Shopify,Brand Search Always-On,49.97,136.22
2025-12-02,Shopify,Prospecting Broad,87.37,127.93
2025-12-02,Amazon,Sponsored Products,73.09,197.66
2025-12-02,TikTok Shop,Creator Boost,65.5,191.01
2025-12-02,TikTok Shop,Spark Retargeting,31.71,87.24
2025-12-02,Shopify,Holiday Push,96.66,216.16
2025-12-02,Amazon,Clearance Remarketing,26.53,23.9
2025-12-03,Shopify,Prospecting Broad,108.56,153.54
2025-12-03,Amazon,Sponsored Products,46.24,111.47
2025-12-03,Amazon,Sponsored Display,47.32,91.18
2025-12-03,TikTok Shop,Spark Retargeting,20.6,63.12
2025-12-03,Shopify,Holiday Push,97.76,243.62
2025-12-03,Amazon,Clearance Remarketing,33.77,49.83
2025-12-04,Shopify,Brand Search Always-On,55.55,209.25
2025-12-04,Shopify,Prospecting Broad,69.24,101.15
2025-12-04,Amazon,Sponsored Products,83.98,189.46
2025-12-04,TikTok Shop,Creator Boost,63.47,293.24
2025-12-04,TikTok Shop,Spark Retargeting,25.48,61.67
2025-12-04,Shopify,Holiday Push,59.29,206.21
2025-12-04,Amazon,Clearance Remarketing,20.96,28.88
2025-12-05,Shopify,Brand Search Always-On,54.51,234.94
2025-12-05,Shopify,Prospecting Broad,55.31,89.35
2025-12-05,Amazon,Sponsored Products,60.16,210.72
2025-12-05,Amazon,Sponsored Display,26.2,33.61
2025-12-05,TikTok Shop,Creator Boost,36.4,114.48
2025-12-05,TikTok Shop,Spark Retargeting,32.52,92.35
2025-12-05,Shopify,Holiday Push,64.49,227.39
2025-12-05,Amazon,Clearance Remarketing,16.35,21.09
2025-12-06,Shopify,Brand Search Always-On,52.84,199.3
2025-12-06,Shopify,Prospecting Broad,70.64,77.79
2025-12-06,Amazon,Sponsored Products,39.15,109.46
