invoice_id,order_id,customer_id,invoice_date,terms,due_date,amount,paid_date
INV00318,ORD001638,C00900,2026-04-20,Net 30,2026-05-20,189.46,2026-06-01
INV00319,ORD001658,C01120,2026-04-07,Net 60,2026-06-06,24.58,2026-06-11
INV00320,ORD001659,C01017,2025-12-26,Net 30,2026-01-25,41.84,2026-01-21
INV00321,ORD001660,C00722,2025-11-09,Net 30,2025-12-09,190.6,2025-12-22
INV00322,ORD001666,C00965,2026-05-11,Net 30,2026-06-10,65.9,2026-06-02
INV00323,ORD001698,C00163,2026-03-26,Net 30,2026-04-25,246.74,2026-04-19
INV00324,ORD001701,C00650,2025-11-22,Net 30,2025-12-22,97.7,2026-01-06
INV00325,ORD001703,C00481,2026-01-13,Net 30,2026-02-12,171.73,2026-02-23
INV00326,ORD001710,C00067,2026-07-14,Net 60,2026-09-12,331.62,
INV00327,ORD001711,C00249,2025-11-17,Net 30,2025-12-17,310.32,2025-12-18
INV00328,ORD001715,C00472,2025-10-02,Net 30,2025-11-01,105.16,
INV00329,ORD001716,C00502,2025-10-11,Net 60,2025-12-10,198.21,2025-12-03
INV00330,ORD001718,C00304,2026-05-27,Net 30,2026-06-26,350.4,
INV00331,ORD001731,C01042,2026-01-29,Net 30,2026-02-28,16.74,2026-03-10
INV00332,ORD001732,C01102,2026-06-04,Net 30,2026-07-04,125.28,
INV00333,ORD001742,C00439,2026-05-14,Net 30,2026-06-13,49.92,2026-06-28
INV00334,ORD001744,C00481,2026-06-25,Net 60,2026-08-24,239.54,
INV00335,ORD001749,C00844,2026-06-19,Net 30,2026-07-19,157.37,2026-07-25
INV00336,ORD001753,C00423,2025-08-30,Net 60,2025-10-29,191.31,2025-11-13
INV00337,ORD001758,C00815,2026-02-19,Net 30,2026-03-21,182.69,2026-03-19
INV00338,ORD001761,C00851,2025-12-16,Net 30,2026-01-15,62.64,2026-01-13
INV00339,ORD001767,C00051,2025-12-20,Net 60,2026-02-18,310.44,2026-02-23
INV00340,ORD001768,C00224,2026-06-10,Net 60,2026-08-09,130.79,
INV00341,ORD001770,C01161,2026-07-26,Net 30,2026-08-25,117.96,
INV00342,ORD001772,C00833,2025-09-06,Net 30,2025-10-06,131.5,2025-10-01
INV00343,ORD001773,C01001,2026-04-14,Net 30,2026-05-14,300.28,2026-05-17
INV00344,ORD001774,C01137,2025-10-24,Net 30,2025-11-23,177.08,2025-11-26
INV00345,ORD001791,C00241,2025-11-20,Net 60,2026-01-19,195.4,2026-01-15
INV00346,ORD001793,C00439,2025-12-31,Net 30,2026-01-30,131.5,2026-01-25
INV00347,ORD001808,C00719,2025-12-17,Net 60,2026-02-15,49.16,2026-02-15
INV00348,ORD001809,C00177,2026-04-12,Net 30,2026-05-12,103.64,2026-05-24
INV00349,ORD001813,C00647,2026-01-04,Net 30,2026-02-03,231.38,2026-02-01
INV00350,ORD001816,C00790,2026-05-04,Net 60,2026-07-03,88.38,2026-07-02
INV00351,ORD001820,C00070,2026-04-06,Net 60,2026-06-05,157.47,2026-05-31
INV00352,ORD001823,C00935,2026-02-01,Net 30,2026-03-03,221.24,2026-03-01
INV00353,ORD001825,C00221,2025-12-31,Net 60,2026-03-01,270.52,2026-03-08
INV00354,ORD001826,C00059,2026-07-25,Net 60,2026-09-23,70.06,
INV00355,ORD001846,C00748,2025-11-10,Net 30,2025-12-10,190.8,2025-12-17
INV00356,ORD001847,C00786,2025-10-07,Net 30,2025-11-06,318.78,2025-11-05
INV00357,ORD001855,C01166,2026-04-01,Net 30,2026-05-01,137.35,2026-05-10
INV00358,ORD001865,C00797,2026-03-02,Net 30,2026-04-01,85.72,2026-03-26
INV00359,ORD001867,C00349,2025-08-21,Net 30,2025-09-20,171.23,2025-09-18
INV00360,ORD001870,C01198,2026-02-26,Net 30,2026-03-28,168.42,2026-03-26
INV00361,ORD001871,C00884,2025-10-14,Net 30,2025-11-13,245.62,2025-11-19
INV00362,ORD001886,C00963,2025-09-20,Net 60,2025-11-19,95.98,2025-12-03
INV00363,ORD001887,C01094,2025-09-14,Net 30,2025-10-14,214.61,2025-10-21
INV00364,ORD001894,C00074,2026-06-27,Net 30,2026-07-27,66.63,
INV00365,ORD001898,C00621,2025-12-12,Net 60,2026-02-10,46.26,2026-02-23
INV00366,ORD001900,C01027,2026-05-28,Net 30,2026-06-27,250.45,2026-06-25
INV00367,ORD001906,C01071,2025-11-06,Net 30,2025-12-06,41.16,2025-12-11
INV00368,ORD001912,C00998,2025-09-08,Net 30,2025-10-08,215.23,2025-10-12
INV00369,ORD001929,C00963,2026-07-13,Net 60,2026-09-11,168.28,
INV00370,ORD001933,C00410,2025-11-20,Net 60,2026-01-19,303.81,2026-01-17
INV00371,ORD001934,C01088,2026-01-19,Net 30,2026-02-18,92.22,2026-03-05
INV00372,ORD001937,C00048,2025-08-18,Net 30,2025-09-17,110.08,2025-09-25
INV00373,ORD001941,C00231,2026-01-07,Net 30,2026-02-06,242.79,2026-02-20
INV00374,ORD001944,C00602,2026-02-01,Net 30,2026-03-03,224.56,2026-03-10
INV00375,ORD001947,C00938,2026-01-14,Net 30,2026-02-13,189.83,2026-02-19
INV00376,ORD001949,C00081,2026-07-10,Net 30,2026-08-09,132.57,
INV00377,ORD001955,C01185,2025-09-13,Net 30,2025-10-13,156.97,2025-10-18
INV00378,ORD001956,C00734,2025-11-09,Net 30,2025-12-09,291.24,2025-12-16
INV00379,ORD001970,C00198,2026-01-09,Net 30,2026-02-08,180.54,2026-02-01
INV00380,ORD001971,C00266,2025-09-02,Net 30,2025-10-02,49.94,2025-10-05
INV00381,ORD001976,C00985,2026-04-06,Net 30,2026-05-06,198.02,2026-05-05
INV00382,ORD001983,C00374,2025-10-17,Net 30,2025-11-16,114.48,2025-11-13
INV00383,ORD001985,C00472,2026-01-17,Net 30,2026-02-16,173.34,2026-02-11
INV00384,ORD001986,C00464,2026-07-05,Net 60,2026-09-03,284.47,
INV00385,ORD002003,C00202,2026-04-18,Net 60,2026-06-17,257.81,2026-06-18
INV00386,ORD002014,C01148,2026-05-08,Net 30,2026-06-07,112.53,2026-06-16
INV00387,ORD002022,C01190,2026-03-01,Net 30,2026-03-31,173.74,2026-04-11
INV00388,ORD002025,C00643,2025-09-11,Net 60,2025-11-10,70.46,2025-11-04
INV00389,ORD002027,C00109,2025-12-10,Net 30,2026-01-09,418.48,2026-01-04
INV00390,ORD002029,C00118,2026-04-10,Net 30,2026-05-10,157.8,2026-05-04
INV00391,ORD002032,C01041,2026-01-06,Net 30,2026-02-05,97.95,2026-02-04
INV00392,ORD002034,C00848,2026-07-16,Net 60,2026-09-14,94.64,
INV00393,ORD002045,C00080,2025-09-24,Net 30,2025-10-24,184.35,2025-10-19
INV00394,ORD002046,C01062,2026-04-07,Net 30,2026-05-07,126.44,2026-05-12
INV00395,ORD002048,C00135,2025-10-21,Net 60,2025-12-20,85.58,2025-12-19
INV00396,ORD002050,C00203,2025-09-06,Net 30,2025-10-06,327,2025-10-03
INV00397,ORD002054,C00797,2025-12-15,Net 30,2026-01-14,174.93,2026-01-11
INV00398,ORD002056,C00058,2026-05-18,Net 60,2026-07-17,60.48,2026-07-25
INV00399,ORD002063,C00505,2026-02-28,Net 60,2026-04-29,192.59,2026-05-10
INV00400,ORD002073,C00388,2026-07-21,Net 60,2026-09-19,27.6,
INV00401,ORD002074,C00030,2026-04-07,Net 30,2026-05-07,36.87,2026-05-13
INV00402,ORD002078,C00330,2025-08-06,Net 30,2025-09-05,146.55,2025-09-10
INV00403,ORD002097,C00353,2026-03-28,Net 30,2026-04-27,90.04,2026-05-10
INV00404,ORD002115,C00040,2026-03-14,Net 30,2026-04-13,282.26,2026-04-23
INV00405,ORD002118,C00396,2025-08-15,Net 30,2025-09-14,245.67,2025-09-16
INV00406,ORD002122,C00145,2026-03-22,Net 60,2026-05-21,185.04,2026-06-03
INV00407,ORD002127,C00013,2026-01-14,Net 30,2026-02-13,95.4,2026-02-28
INV00408,ORD002130,C00845,2026-01-30,Net 30,2026-03-01,276.08,2026-02-23
INV00409,ORD002131,C00015,2026-03-18,Net 60,2026-05-17,92.22,
INV00410,ORD002135,C00390,2025-10-17,Net 60,2025-12-16,92.52,2025-12-11
INV00411,ORD002144,C00593,2026-04-15,Net 30,2026-05-15,54.88,2026-05-11
INV00412,ORD002149,C00698,2025-11-22,Net 30,2025-12-22,210.33,2025-12-26
INV00413,ORD002150,C00486,2025-08-12,Net 30,2025-09-11,193.92,
INV00414,ORD002162,C00978,2025-11-02,Net 60,2026-01-01,108.7,2025-12-24
INV00415,ORD002166,C00335,2025-07-29,Net 30,2025-08-28,109.02,2025-08-28
INV00416,ORD002168,C00128,2026-05-12,Net 60,2026-07-11,153.61,2026-07-25
INV00417,ORD002174,C00337,2026-04-25,Net 30,2026-05-25,65.11,2026-06-02
INV00418,ORD002175,C00577,2025-10-23,Net 30,2025-11-22,286.67,2025-12-03
INV00419,ORD002184,C00220,2026-06-25,Net 30,2026-07-25,16.74,2026-07-21
INV00420,ORD002204,C01115,2025-08-03,Net 60,2025-10-02,27.39,2025-10-12
INV00421,ORD002205,C00009,2025-11-29,Net 30,2025-12-29,247.52,2026-01-13
INV00422,ORD002219,C00058,2026-01-11,Net 30,2026-02-10,197.8,2026-02-18
INV00423,ORD002220,C00795,2026-03-11,Net 30,2026-04-10,244.29,2026-04-10
INV00424,ORD002227,C00218,2026-05-11,Net 30,2026-06-10,312.53,2026-06-07
INV00425,ORD002228,C00865,2025-12-04,Net 60,2026-02-02,19.58,2026-02-12
INV00426,ORD002237,C01109,2026-02-17,Net 60,2026-04-18,44.42,2026-04-11
INV00427,ORD002238,C00298,2026-02-09,Net 30,2026-03-11,49.53,2026-03-24
INV00428,ORD002239,C00338,2025-10-09,Net 60,2025-12-08,67.17,2025-12-07
INV00429,ORD002243,C01068,2025-12-09,Net 30,2026-01-08,98.4,2026-01-14
INV00430,ORD002246,C00999,2026-04-02,Net 60,2026-06-01,241.11,2026-06-11
INV00431,ORD002257,C00222,2026-05-17,Net 30,2026-06-16,227.28,2026-06-10
INV00432,ORD002263,C00725,2026-03-26,Net 30,2026-04-25,22.21,2026-04-27
INV00433,ORD002264,C01197,2026-02-02,Net 30,2026-03-04,184.02,2026-03-06
INV00434,ORD002265,C00036,2026-01-22,Net 30,2026-02-21,129.06,2026-02-17
INV00435,ORD002280,C01060,2026-03-26,Net 30,2026-04-25,300.65,2026-04-20
INV00436,ORD002282,C00523,2025-09-22,Net 30,2025-10-22,155.47,2025-10-20
INV00437,ORD002285,C00107,2026-01-24,Net 60,2026-03-25,438.34,2026-03-22
INV00438,ORD002289,C00043,2026-05-31,Net 30,2026-06-30,74.44,
INV00439,ORD002291,C00572,2026-03-12,Net 30,2026-04-11,102.58,2026-04-25
INV00440,ORD002294,C00725,2026-02-08,Net 30,2026-03-10,230.4,2026-03-08
INV00441,ORD002307,C00943,2026-06-23,Net 30,2026-07-23,242.01,2026-07-20
INV00442,ORD002309,C01160,2026-03-21,Net 60,2026-05-20,292.81,2026-05-29
INV00443,ORD002313,C00397,2026-01-21,Net 30,2026-02-20,235.39,2026-02-14
INV00444,ORD002318,C01066,2026-07-08,Net 30,2026-08-07,381.12,
INV00445,ORD002327,C00338,2026-03-17,Net 30,2026-04-16,214.29,2026-05-01
INV00446,ORD002334,C01078,2026-06-05,Net 30,2026-07-05,168.42,
INV00447,ORD002347,C01015,2026-01-12,Net 60,2026-03-13,74.17,2026-03-19
INV00448,ORD002349,C00414,2026-02-14,Net 30,2026-03-16,66.63,2026-03-19
INV00449,ORD002350,C00561,2026-03-19,Net 60,2026-05-18,164.84,2026-05-30
INV00450,ORD002351,C00935,2025-09-25,Net 30,2025-10-25,73.59,2025-10-26
INV00451,ORD002354,C00521,2026-07-17,Net 30,2026-08-16,72.44,2026-07-25
INV00452,ORD002357,C00105,2025-12-31,Net 30,2026-01-30,225.09,2026-02-04
INV00453,ORD002365,C00251,2026-04-03,Net 30,2026-05-03,297.48,2026-05-10
INV00454,ORD002367,C00513,2025-08-20,Net 30,2025-09-19,122.53,2025-10-04
INV00455,ORD002371,C00138,2026-04-15,Net 30,2026-05-15,521.37,2026-05-10
INV00456,ORD002375,C01067,2026-05-03,Net 30,2026-06-02,399.71,2026-06-02
INV00457,ORD002383,C00162,2025-08-26,Net 30,2025-09-25,88.47,2025-10-05
INV00458,ORD002389,C01150,2025-11-23,Net 30,2025-12-23,129.06,2026-01-04
INV00459,ORD002392,C00560,2026-04-09,Net 30,2026-05-09,319.22,2026-05-01
INV00460,ORD002405,C00593,2026-06-06,Net 60,2026-08-05,22.39,
INV00461,ORD002420,C00281,2025-08-02,Net 30,2025-09-01,22.39,2025-08-25
INV00462,ORD002425,C01100,2025-12-05,Net 30,2026-01-04,250.69,
INV00463,ORD002429,C00044,2025-10-21,Net 30,2025-11-20,276.84,
INV00464,ORD002432,C00276,2025-08-24,Net 30,2025-09-23,55.04,2025-09-27
INV00465,ORD002441,C00982,2026-05-08,Net 30,2026-06-07,151.5,2026-06-16
INV00466,ORD002442,C00475,2026-07-04,Net 30,2026-08-03,13.72,
INV00467,ORD002443,C01114,2026-02-15,Net 30,2026-03-17,13.72,2026-03-10
INV00468,ORD002450,C00167,2025-09-14,Net 30,2025-10-14,103.56,2025-10-26
INV00469,ORD002453,C00303,2025-09-23,Net 30,2025-10-23,246.27,2025-10-23
INV00470,ORD002474,C01026,2026-05-14,Net 30,2026-06-13,196.1,2026-06-26
INV00471,ORD002478,C00956,2025-10-24,Net 30,2025-11-23,111.7,2025-12-02
INV00472,ORD002482,C00834,2026-06-05,Net 60,2026-08-04,100.49,
INV00473,ORD002484,C01073,2026-01-24,Net 30,2026-02-23,54.88,2026-02-24
INV00474,ORD002486,C00438,2026-06-15,Net 30,2026-07-15,124.8,
INV00475,ORD002489,C00286,2026-04-15,Net 60,2026-06-14,71.28,2026-06-10
INV00476,ORD002490,C01036,2026-03-04,Net 30,2026-04-03,39.16,2026-04-11
INV00477,ORD002501,C00541,2026-06-08,Net 30,2026-07-08,95.71,2026-07-10
INV00478,ORD002502,C00011,2025-10-11,Net 60,2025-12-10,176.71,
INV00479,ORD002503,C01083,2026-06-02,Net 60,2026-08-01,22.39,
INV00480,ORD002507,C01173,2025-10-31,Net 30,2025-11-30,227.18,2025-12-07
INV00481,ORD002512,C00969,2025-12-17,Net 30,2026-01-16,14.83,2026-01-17
INV00482,ORD002515,C00036,2025-09-03,Net 60,2025-11-02,116.35,2025-11-11
INV00483,ORD002517,C00301,2026-06-19,Net 30,2026-07-19,261.15,2026-07-25
INV00484,ORD002518,C00775,2026-02-11,Net 60,2026-04-12,32.85,2026-04-13
INV00485,ORD002519,C00987,2026-06-21,Net 30,2026-07-21,140.89,
INV00486,ORD002520,C00690,2025-09-12,Net 30,2025-10-12,35.32,2025-10-06
INV00487,ORD002542,C00101,2025-08-15,Net 30,2025-09-14,132.72,2025-09-20
INV00488,ORD002543,C00089,2025-12-26,Net 60,2026-02-24,149.76,2026-03-06
INV00489,ORD002552,C01116,2025-11-26,Net 60,2026-01-25,359.29,2026-02-02
INV00490,ORD002560,C00034,2025-09-20,Net 30,2025-10-20,41.79,2025-10-25
INV00491,ORD002563,C01040,2025-11-14,Net 60,2026-01-13,347.26,2026-01-17
INV00492,ORD002567,C01019,2026-04-22,Net 30,2026-05-22,148.1,2026-05-14
INV00493,ORD002568,C00652,2026-06-13,Net 30,2026-07-13,98.21,
INV00494,ORD002571,C00361,2026-04-26,Net 30,2026-05-26,424.92,2026-05-28
INV00495,ORD002573,C00603,2026-01-16,Net 30,2026-02-15,27.44,2026-02-14
INV00496,ORD002574,C01180,2026-03-21,Net 60,2026-05-20,55.55,2026-05-24
INV00497,ORD002577,C00352,2025-08-25,Net 60,2025-10-24,242.34,2025-11-01
INV00498,ORD002578,C00758,2025-08-02,Net 60,2025-10-01,49.94,2025-10-04
INV00499,ORD002579,C00802,2025-11-02,Net 30,2025-12-02,173.11,2025-12-10
INV00500,ORD002582,C00246,2025-09-22,Net 30,2025-10-22,286.03,
INV00501,ORD002584,C00484,2026-07-26,Net 30,2026-08-25,109.89,
INV00502,ORD002591,C00270,2025-11-14,Net 30,2025-12-14,149.3,2025-12-21
INV00503,ORD002593,C00877,2025-11-19,Net 60,2026-01-18,273.51,2026-01-20
INV00504,ORD002612,C00545,2026-03-06,Net 60,2026-05-05,189.37,2026-05-20
INV00505,ORD002619,C01128,2026-03-21,Net 60,2026-05-20,27.44,2026-05-31
INV00506,ORD002626,C01144,2026-04-11,Net 30,2026-05-11,112.87,2026-05-12
INV00507,ORD002628,C01002,2026-02-14,Net 30,2026-03-16,273.95,2026-03-11
INV00508,ORD002631,C01176,2026-02-15,Net 30,2026-03-17,168.82,2026-03-18
INV00509,ORD002633,C00714,2026-02-08,Net 30,2026-03-10,195.57,2026-03-11
INV00510,ORD002634,C00395,2026-05-27,Net 30,2026-06-26,112.28,2026-06-27
INV00511,ORD002639,C00183,2026-06-30,Net 30,2026-07-30,110.08,
INV00512,ORD002650,C00751,2025-08-21,Net 30,2025-09-20,40.7,2025-09-21
INV00513,ORD002655,C00220,2026-03-26,Net 30,2026-04-25,92.55,2026-04-25
INV00514,ORD002665,C00200,2026-02-23,Net 30,2026-03-25,220.16,2026-03-24
INV00515,ORD002669,C00565,2025-10-01,Net 60,2025-11-30,59.9,2025-11-30
INV00516,ORD002675,C00132,2026-01-27,Net 60,2026-03-28,131.52,2026-03-25
INV00517,ORD002677,C00052,2025-10-04,Net 30,2025-11-03,27.52,2025-11-06
INV00518,ORD002679,C00484,2025-09-16,Net 60,2025-11-15,169.61,2025-11-16
INV00519,ORD002681,C00610,2026-04-30,Net 30,2026-05-30,250.18,2026-06-04
INV00520,ORD002686,C01165,2025-10-12,Net 30,2025-11-11,224.56,2025-11-14
INV00521,ORD002690,C01171,2026-07-05,Net 60,2026-09-03,335.21,
INV00522,ORD002693,C00902,2026-07-23,Net 30,2026-08-22,202.81,
INV00523,ORD002697,C01024,2026-06-07,Net 60,2026-08-06,275.48,2026-07-25
INV00524,ORD002702,C00816,2026-05-14,Net 30,2026-06-13,24.53,2026-06-07
INV00525,ORD002703,C00864,2026-04-03,Net 60,2026-06-02,252.9,2026-06-03
INV00526,ORD002707,C00498,2026-06-25,Net 60,2026-08-24,218.19,2026-07-25
INV00527,ORD002710,C01180,2026-06-27,Net 30,2026-07-27,49.92,
INV00528,ORD002711,C00130,2026-04-06,Net 60,2026-06-05,15.12,2026-06-08
INV00529,ORD002717,C00200,2026-01-11,Net 30,2026-02-10,105.27,2026-02-25
INV00530,ORD002719,C00260,2025-12-28,Net 30,2026-01-27,121.17,2026-02-08
INV00531,ORD002720,C00298,2026-05-10,Net 30,2026-06-09,65.75,2026-06-10
INV00532,ORD002722,C00379,2026-07-08,Net 30,2026-08-07,302.97,
INV00533,ORD002723,C01103,2025-12-23,Net 60,2026-02-21,339.92,2026-02-21
INV00534,ORD002724,C00640,2025-12-04,Net 30,2026-01-03,193.53,2026-01-15
INV00535,ORD002729,C01187,2025-12-15,Net 60,2026-02-13,118.03,2026-02-06
INV00536,ORD002731,C01173,2026-05-31,Net 60,2026-07-30,207.54,
INV00537,ORD002736,C00060,2026-05-04,Net 30,2026-06-03,166.59,2026-06-13
INV00538,ORD002745,C01059,2025-11-27,Net 30,2025-12-27,199.83,2026-01-11
INV00539,ORD002746,C01058,2025-09-03,Net 60,2025-11-02,295.82,2025-11-16
INV00540,ORD002752,C00099,2026-01-15,Net 30,2026-02-14,175.8,2026-02-20
INV00541,ORD002758,C01007,2026-01-14,Net 30,2026-02-13,255.72,2026-02-19
INV00542,ORD002768,C00741,2025-11-09,Net 30,2025-12-09,191.26,2025-12-16
INV00543,ORD002771,C01164,2025-08-17,Net 60,2025-10-16,180.43,2025-10-14
INV00544,ORD002774,C01107,2026-03-30,Net 30,2026-04-29,352.89,2026-04-25
INV00545,ORD002775,C00464,2025-12-30,Net 30,2026-01-29,153.46,2026-02-09
INV00546,ORD002791,C00551,2025-08-21,Net 30,2025-09-20,132.26,2025-09-25
INV00547,ORD002794,C01138,2026-04-02,Net 60,2026-06-01,284.45,2026-06-10
INV00548,ORD002802,C01130,2026-04-15,Net 60,2026-06-14,65.75,
INV00549,ORD002803,C00825,2026-01-16,Net 30,2026-02-15,149.76,2026-02-27
INV00550,ORD002811,C00672,2026-02-16,Net 30,2026-03-18,192.2,2026-03-19
INV00551,ORD002819,C00671,2025-08-05,Net 30,2025-09-04,182.68,2025-09-06
INV00552,ORD002822,C01055,2026-02-04,Net 30,2026-03-06,99.06,
INV00553,ORD002828,C00892,2025-11-04,Net 60,2026-01-03,199.68,2026-01-13
INV00554,ORD002830,C01031,2025-11-04,Net 30,2025-12-04,146.55,2025-12-07
INV00555,ORD002839,C00760,2025-10-11,Net 30,2025-11-10,82.8,2025-11-03
INV00556,ORD002853,C01183,2025-11-27,Net 30,2025-12-27,66.96,2026-01-07
INV00557,ORD002854,C00878,2026-04-11,Net 60,2026-06-10,376.17,2026-06-22
INV00558,ORD002865,C00519,2026-04-28,Net 30,2026-05-28,62.64,2026-06-09
INV00559,ORD002867,C00014,2026-07-21,Net 30,2026-08-20,98.32,
INV00560,ORD002869,C00868,2026-03-30,Net 30,2026-04-29,148.1,2026-04-28
INV00561,ORD002871,C00383,2026-05-30,Net 60,2026-07-29,70.64,
INV00562,ORD002878,C00950,2025-09-17,Net 30,2025-10-17,274.35,2025-10-18
INV00563,ORD002882,C00283,2025-08-05,Net 30,2025-09-04,99.06,2025-08-30
INV00564,ORD002884,C00604,2026-02-26,Net 30,2026-03-28,255.63,2026-03-24
INV00565,ORD002886,C00225,2025-12-16,Net 30,2026-01-15,67.17,2026-01-11
INV00566,ORD002887,C00402,2026-01-23,Net 60,2026-03-24,234.38,2026-03-29
INV00567,ORD002890,C00192,2025-09-14,Net 30,2025-10-14,79.46,2025-10-25
INV00568,ORD002892,C00473,2026-07-04,Net 30,2026-08-03,268.2,
INV00569,ORD002893,C00197,2025-08-28,Net 60,2025-10-27,163.65,2025-11-10
INV00570,ORD002894,C00184,2025-08-20,Net 30,2025-09-19,138.8,2025-09-15
INV00571,ORD002895,C00084,2025-11-23,Net 60,2026-01-22,92.52,2026-01-30
INV00572,ORD002903,C00387,2026-01-01,Net 30,2026-01-31,298.87,2026-01-29
INV00573,ORD002908,C01010,2025-11-26,Net 30,2025-12-26,325.12,2025-12-23
INV00574,ORD002911,C00484,2026-01-16,Net 30,2026-02-15,41.16,2026-02-07
INV00575,ORD002914,C00551,2026-02-11,Net 60,2026-04-12,93.65,2026-04-05
INV00576,ORD002919,C00628,2026-05-25,Net 30,2026-06-24,390.32,2026-06-23
INV00577,ORD002922,C00244,2026-03-11,Net 30,2026-04-10,273.36,2026-04-18
INV00578,ORD002940,C00709,2026-04-27,Net 30,2026-05-27,136.54,2026-06-01
INV00579,ORD002941,C00382,2025-10-21,Net 60,2025-12-20,257.23,2025-12-25
INV00580,ORD002946,C00941,2025-11-13,Net 60,2026-01-12,70.06,2026-01-14
INV00581,ORD002962,C00970,2025-09-29,Net 30,2025-10-29,432.42,
INV00582,ORD002966,C00434,2025-09-23,Net 30,2025-10-23,383.06,2025-10-16
INV00583,ORD002971,C01072,2026-07-11,Net 30,2026-08-10,49.46,
INV00584,ORD002974,C00861,2026-06-18,Net 30,2026-07-18,118.01,2026-07-18
INV00585,ORD002976,C01185,2026-03-01,Net 60,2026-04-30,96.73,2026-04-25
INV00586,ORD002989,C00806,2026-05-19,Net 30,2026-06-18,197.96,2026-06-25
INV00587,ORD002994,C00861,2025-08-06,Net 30,2025-09-05,140.92,2025-09-18
