order_id,order_date,channel,customer_id
ORD000610,2025-10-08,Wholesale,C00605
ORD000611,2025-12-26,Amazon,C00086
ORD000612,2025-11-29,Wholesale,C01122
ORD000613,2025-11-10,TikTok Shop,C00434
ORD000614,2026-06-25,Shopify,C00518
ORD000615,2025-08-20,Wholesale,C00112
ORD000616,2026-05-21,Shopify,C01190
ORD000617,2025-11-10,Amazon,C00584
ORD000618,2025-12-08,Wholesale,C00627
ORD000619,2026-03-31,Shopify,C00010
ORD000620,2026-02-07,TikTok Shop,C00276
ORD000621,2025-12-27,Walmart,C01130
ORD000622,2026-04-14,TikTok Shop,C00287
ORD000623,2026-06-17,Wholesale,C01186
ORD000624,2026-02-18,Wholesale,C01106
ORD000625,2025-11-30,Wholesale,C00596
ORD000626,2026-07-24,Walmart,C00746
ORD000627,2025-08-04,Walmart,C00327
ORD000628,2025-09-07,Walmart,C00735
ORD000629,2026-06-30,Shopify,C00129
ORD000630,2025-11-03,Wholesale,C00740
ORD000631,2025-10-02,TikTok Shop,C00212
ORD000632,2026-03-07,TikTok Shop,C00160
ORD000633,2025-11-05,Walmart,C00988
ORD000634,2025-08-08,Wholesale,C00576
ORD000635,2025-09-05,Shopify,C00742
ORD000636,2026-03-13,Walmart,C00982
ORD000637,2026-01-09,Walmart,C00046
ORD000638,2025-12-06,Wholesale,C00330
ORD000639,2026-05-03,Wholesale,C00301
ORD000640,2026-05-26,Shopify,C01059
ORD000641,2025-11-23,Shopify,C00920
ORD000642,2026-01-10,Wholesale,C00373
ORD000643,2026-03-17,Shopify,C00775
ORD000644,2026-02-08,Wholesale,C01033
ORD000645,2025-09-07,Wholesale,C00080
ORD000646,2025-12-21,Walmart,C01070
ORD000647,2026-07-09,Shopify,C00988
ORD000648,2026-03-05,TikTok Shop,C00978
ORD000649,2025-10-06,Wholesale,C01114
ORD000650,2025-10-31,Wholesale,C01071
ORD000651,2025-08-11,Walmart,C00421
ORD000652,2026-04-26,Wholesale,C00520
ORD000653,2026-01-10,Wholesale,C00565
ORD000654,2025-07-25,Wholesale,C01137
ORD000655,2026-02-11,Walmart,C00283
ORD000656,2026-07-19,Wholesale,C00821
ORD000657,2026-06-03,Amazon,C00187
ORD000658,2026-02-19,Amazon,C00132
ORD000659,2026-04-17,Walmart,C00821
ORD000660,2026-04-30,Walmart,C00022
ORD000661,2026-07-25,Shopify,C00069
ORD000662,2026-05-09,Shopify,C00001
ORD000663,2026-05-07,Walmart,C00724
ORD000664,2026-04-11,Amazon,C00185
ORD000665,2025-10-09,Walmart,C00828
ORD000666,2025-12-13,Wholesale,C00149
ORD000667,2026-01-08,Walmart,C00773
ORD000668,2025-08-21,Walmart,C00239
ORD000669,2026-04-08,TikTok Shop,C00845
ORD000670,2026-07-17,TikTok Shop,C00191
ORD000671,2025-11-30,Walmart,C00643
ORD000672,2026-03-24,Walmart,C00409
ORD000673,2025-11-23,Shopify,C00470
ORD000674,2026-04-08,Shopify,C00219
ORD000675,2026-06-19,Wholesale,C00014
ORD000676,2025-09-11,Walmart,C00375
ORD000677,2026-04-30,Walmart,C01108
ORD000678,2026-07-09,Walmart,C00358
ORD000679,2025-11-18,Amazon,C00432
ORD000680,2026-02-06,Wholesale,C00532
ORD000681,2025-11-22,Shopify,C00552
ORD000682,2026-04-09,Walmart,C00869
ORD000683,2025-12-30,TikTok Shop,C00821
ORD000684,2025-11-28,Wholesale,C00469
ORD000685,2025-12-28,Wholesale,C00886
ORD000686,2026-04-21,Amazon,C00362
ORD000687,2025-11-16,Walmart,C00615
ORD000688,2026-02-25,Shopify,C00123
ORD000689,2025-09-12,Amazon,C00922
ORD000690,2025-10-07,TikTok Shop,C00041
ORD000691,2026-01-04,Wholesale,C01180
ORD000692,2026-04-09,Walmart,C00161
ORD000693,2026-07-25,Shopify,C00691
ORD000694,2025-12-19,Shopify,C00704
ORD000695,2026-04-14,TikTok Shop,C00548
ORD000696,2026-05-11,Walmart,C00343
ORD000697,2026-07-10,Shopify,C00516
ORD000698,2025-09-30,Amazon,C00970
ORD000699,2026-03-21,Wholesale,C00319
ORD000700,2026-03-03,Shopify,C00507
ORD000701,2025-11-18,Amazon,C00072
ORD000702,2025-12-29,Wholesale,C00912
ORD000703,2026-02-22,Wholesale,C00936
ORD000704,2026-06-13,Wholesale,C00466
ORD000705,2025-07-25,TikTok Shop,C00845
ORD000706,2025-11-20,Wholesale,C00280
ORD000707,2025-11-13,Walmart,C00978
ORD000708,2025-10-14,Amazon,C01123
ORD000709,2026-01-07,Walmart,C00512
ORD000710,2026-05-26,Shopify,C00539
ORD000711,2026-03-07,Wholesale,C00557
ORD000712,2026-03-17,Amazon,C00374
ORD000713,2026-04-05,Walmart,C00928
ORD000714,2025-11-27,Amazon,C00312
ORD000715,2026-01-21,Shopify,C00210
ORD000716,2026-01-12,Shopify,C00185
ORD000717,2026-01-12,Shopify,C00701
ORD000718,2026-04-13,Amazon,C00677
ORD000719,2025-10-15,TikTok Shop,C00804
ORD000720,2026-02-08,Shopify,C00394
ORD000721,2026-01-24,Walmart,C00908
ORD000722,2026-05-29,Walmart,C00193
ORD000723,2026-07-09,Amazon,C01126
ORD000724,2026-05-30,Amazon,C00447
ORD000725,2026-05-06,TikTok Shop,C00031
ORD000726,2025-09-28,Walmart,C00498
ORD000727,2026-04-06,Wholesale,C00318
ORD000728,2025-08-26,Amazon,C00694
ORD000729,2025-11-12,Shopify,C01000
ORD000730,2026-02-10,Walmart,C00396
ORD000731,2026-04-08,Shopify,C00514
ORD000732,2026-03-27,Wholesale,C00604
ORD000733,2026-03-22,TikTok Shop,C00960
ORD000734,2025-12-02,Walmart,C00606
ORD000735,2025-08-30,Wholesale,C00777
ORD000736,2026-06-07,TikTok Shop,C00130
ORD000737,2026-05-12,Wholesale,C00580
ORD000738,2025-10-24,Wholesale,C00137
ORD000739,2026-04-12,Amazon,C00414
ORD000740,2025-11-22,Amazon,C00066
ORD000741,2025-10-20,Shopify,C00146
ORD000742,2026-06-03,Amazon,C00959
ORD000743,2025-10-10,Wholesale,C00545
ORD000744,2025-09-20,Amazon,C00474
ORD000745,2025-08-03,Wholesale,C01144
ORD000746,2025-08-11,Amazon,C00342
ORD000747,2025-10-28,Wholesale,C00692
ORD000748,2026-01-25,TikTok Shop,C00845
ORD000749,2026-03-19,Walmart,C01127
ORD000750,2026-06-20,Amazon,C00583
ORD000751,2026-05-19,Shopify,C00645
ORD000752,2025-08-22,Amazon,C00078
ORD000753,2026-01-17,TikTok Shop,C01193
ORD000754,2026-01-01,TikTok Shop,C00189
ORD000755,2026-07-04,Walmart,C01181
ORD000756,2026-03-26,Amazon,C01181
ORD000757,2026-03-05,Walmart,C00854
ORD000758,2025-10-08,Walmart,C00111
ORD000759,2026-04-29,TikTok Shop,C01029
ORD000760,2026-04-21,Shopify,C00885
ORD000761,2025-12-21,Amazon,C00975
ORD000762,2026-02-01,Shopify,C00277
ORD000763,2025-12-27,Wholesale,C00402
ORD000764,2025-10-27,TikTok Shop,C01180
ORD000765,2025-09-20,Walmart,C00749
ORD000766,2026-04-05,TikTok Shop,C00347
ORD000767,2026-04-18,Walmart,C00092
ORD000768,2025-07-27,Shopify,C00176
ORD000769,2026-07-06,Wholesale,C00303
ORD000770,2026-05-12,Walmart,C00965
ORD000771,2026-06-24,Wholesale,C00434
ORD000772,2026-05-20,Wholesale,C00990
ORD000773,2026-07-03,Amazon,C00582
ORD000774,2025-09-04,Amazon,C00953
ORD000775,2026-05-23,Amazon,C00600
ORD000776,2026-01-06,Wholesale,C01089
ORD000777,2025-10-17,Wholesale,C00938
ORD000778,2025-10-01,Walmart,C00322
ORD000779,2026-06-02,TikTok Shop,C00620
ORD000780,2026-04-21,Amazon,C00528
ORD000781,2026-02-11,TikTok Shop,C00805
ORD000782,2026-01-21,Wholesale,C00313
ORD000783,2025-08-13,Shopify,C00284
ORD000784,2026-02-26,Walmart,C00298
ORD000785,2025-10-29,Shopify,C00651
ORD000786,2026-07-16,Walmart,C00843
ORD000787,2026-06-19,Amazon,C00270
ORD000788,2025-09-10,Wholesale,C01162
ORD000789,2026-01-18,Walmart,C00275
ORD000790,2025-09-14,Walmart,C00282
ORD000791,2026-06-01,Amazon,C00837
ORD000792,2026-01-21,Shopify,C00416
ORD000793,2026-04-10,Walmart,C01004
ORD000794,2026-02-16,Wholesale,C00780
ORD000795,2026-02-27,Walmart,C00936
ORD000796,2026-03-13,Amazon,C01143
ORD000797,2025-11-25,Walmart,C00816
ORD000798,2026-05-14,TikTok Shop,C00112
ORD000799,2026-07-06,Shopify,C01199
ORD000800,2026-01-12,Amazon,C00367
ORD000801,2026-03-19,TikTok Shop,C00664
ORD000802,2026-06-06,Amazon,C01073
ORD000803,2026-04-30,TikTok Shop,C01159
ORD000804,2026-07-06,TikTok Shop,C00634
ORD000805,2026-02-06,Amazon,C00519
ORD000806,2026-01-06,Walmart,C01114
ORD000807,2026-06-12,Shopify,C00445
ORD000808,2026-07-12,Shopify,C01121
ORD000809,2026-02-22,Shopify,C00113
ORD000810,2026-01-14,TikTok Shop,C00180
ORD000811,2026-07-08,Shopify,C00331
ORD000812,2025-09-24,TikTok Shop,C00662
ORD000813,2026-05-09,TikTok Shop,C00965
ORD000814,2026-06-24,TikTok Shop,C01080
ORD000815,2026-01-25,Amazon,C01171
ORD000816,2026-01-15,TikTok Shop,C01077
ORD000817,2025-11-02,Walmart,C00369
ORD000818,2026-05-12,Walmart,C00242
ORD000819,2025-10-29,Wholesale,C00435
ORD000820,2026-06-16,TikTok Shop,C00139
ORD000821,2026-03-29,TikTok Shop,C00700
ORD000822,2025-11-09,TikTok Shop,C00693
ORD000823,2026-05-18,Walmart,C01100
ORD000824,2026-05-23,Wholesale,C00647
ORD000825,2026-02-12,Shopify,C00575
ORD000826,2026-01-29,Wholesale,C00340
ORD000827,2026-03-25,Amazon,C00557
ORD000828,2025-10-25,Walmart,C00620
ORD000829,2025-11-08,Shopify,C00230
ORD000830,2026-01-11,Wholesale,C00052
ORD000831,2025-08-24,Walmart,C01073
ORD000832,2026-04-28,Shopify,C00075
ORD000833,2025-11-12,Amazon,C00179
ORD000834,2025-10-24,Amazon,C01183
ORD000835,2025-11-07,TikTok Shop,C00567
ORD000836,2025-12-02,TikTok Shop,C00235
ORD000837,2025-11-26,Shopify,C01112
ORD000838,2026-07-06,TikTok Shop,C01176
ORD000839,2026-02-19,TikTok Shop,C00694
ORD000840,2025-08-25,Amazon,C00786
ORD000841,2025-09-16,Walmart,C00367
ORD000842,2025-09-21,Shopify,C01093
ORD000843,2025-10-22,Amazon,C00960
ORD000844,2025-12-20,Walmart,C00964
ORD000845,2026-04-20,Wholesale,C00529
ORD000846,2025-09-22,Walmart,C00999
ORD000847,2026-04-25,Amazon,C00720
ORD000848,2025-10-16,Wholesale,C01177
ORD000849,2025-08-18,Walmart,C00220
ORD000850,2026-01-02,Walmart,C00847
ORD000851,2025-12-30,Wholesale,C00326
ORD000852,2025-11-30,Wholesale,C00883
ORD000853,2026-02-20,Shopify,C00160
ORD000854,2026-01-21,Walmart,C00361
ORD000855,2026-01-02,Wholesale,C00777
ORD000856,2025-08-18,Shopify,C01190
ORD000857,2025-10-13,Walmart,C01184
ORD000858,2026-06-13,Wholesale,C00624
ORD000859,2026-01-04,Wholesale,C01046
ORD000860,2025-12-23,Wholesale,C00109
ORD000861,2026-07-11,Amazon,C00578
ORD000862,2026-05-19,Wholesale,C00808
ORD000863,2026-03-08,Shopify,C00973
ORD000864,2026-04-21,TikTok Shop,C00855
ORD000865,2025-08-01,Shopify,C00024
ORD000866,2026-06-22,Walmart,C00895
ORD000867,2026-07-02,Walmart,C00934
ORD000868,2026-05-18,Wholesale,C00922
ORD000869,2026-03-05,Wholesale,C00016
ORD000870,2025-12-19,Amazon,C00078
ORD000871,2026-01-26,Wholesale,C00573
ORD000872,2025-07-27,Shopify,C00968
ORD000873,2025-12-08,Walmart,C00930
ORD000874,2025-11-17,Shopify,C00073
ORD000875,2026-05-13,Wholesale,C00347
ORD000876,2025-12-23,Amazon,C00260
ORD000877,2026-06-21,TikTok Shop,C00527
ORD000878,2026-07-06,Wholesale,C00310
ORD000879,2026-06-14,Shopify,C01081
ORD000880,2026-01-03,Shopify,C00316
ORD000881,2026-02-19,Shopify,C00432
ORD000882,2026-05-11,Walmart,C00817
ORD000883,2026-05-06,Walmart,C00799
ORD000884,2026-02-22,Amazon,C00592
ORD000885,2026-05-31,Amazon,C01089
ORD000886,2026-03-16,TikTok Shop,C00202
ORD000887,2026-07-08,Wholesale,C00400
ORD000888,2025-10-18,Amazon,C00843
ORD000889,2026-01-30,Walmart,C00720
ORD000890,2025-10-18,Shopify,C00070
ORD000891,2025-11-07,Amazon,C00445
ORD000892,2026-01-10,Amazon,C00378
ORD000893,2026-01-29,TikTok Shop,C00875
ORD000894,2025-08-05,Walmart,C00796
ORD000895,2025-12-23,Walmart,C00143
ORD000896,2025-12-02,Amazon,C00295
ORD000897,2026-04-10,Amazon,C00072
ORD000898,2026-04-14,Walmart,C00039
ORD000899,2026-05-30,TikTok Shop,C00311
ORD000900,2025-12-29,Walmart,C00894
ORD000901,2026-05-02,Walmart,C00249
ORD000902,2025-09-27,Amazon,C00749
ORD000903,2026-06-16,Wholesale,C00081
ORD000904,2026-01-22,TikTok Shop,C00997
ORD000905,2026-07-17,Shopify,C00074
ORD000906,2025-09-12,Walmart,C00797
ORD000907,2026-03-23,Walmart,C01094
ORD000908,2026-02-17,TikTok Shop,C00088
ORD000909,2025-08-04,Wholesale,C00306
ORD000910,2026-07-12,Amazon,C00966
ORD000911,2025-12-25,TikTok Shop,C00200
ORD000912,2026-03-11,Amazon,C00234
ORD000913,2026-03-01,Walmart,C00691
ORD000914,2026-04-08,Amazon,C00356
ORD000915,2025-08-04,Walmart,C00345
ORD000916,2025-08-26,Shopify,C00205
ORD000917,2026-03-31,Amazon,C00015
ORD000918,2026-01-07,Walmart,C00975
ORD000919,2025-09-15,Walmart,C00490
ORD000920,2026-06-26,Wholesale,C00369
ORD000921,2026-01-20,Wholesale,C00483
ORD000922,2025-10-03,Wholesale,C00742
ORD000923,2025-08-13,Shopify,C00231
ORD000924,2025-11-03,Shopify,C00328
ORD000925,2025-12-19,TikTok Shop,C00685
ORD000926,2025-11-29,Shopify,C00060
ORD000927,2025-10-15,Walmart,C01188
ORD000928,2026-01-17,Amazon,C00668
ORD000929,2025-11-28,Walmart,C00410
ORD000930,2025-12-03,Amazon,C00893
ORD000931,2026-05-16,Shopify,C00794
ORD000932,2026-07-01,TikTok Shop,C00415
ORD000933,2025-12-19,TikTok Shop,C00280
ORD000934,2025-11-10,Walmart,C00351
ORD000935,2026-05-13,Wholesale,C00349
ORD000936,2026-06-13,Shopify,C00970
ORD000937,2026-01-04,Shopify,C00671
ORD000938,2025-10-30,Wholesale,C00011
ORD000939,2026-06-14,Walmart,C01088
ORD000940,2025-08-25,Shopify,C00171
ORD000941,2026-01-23,Shopify,C00186
ORD000942,2025-08-01,Shopify,C00941
ORD000943,2026-05-11,Shopify,C00759
ORD000944,2026-02-19,TikTok Shop,C00873
ORD000945,2025-08-14,Amazon,C01055
ORD000946,2025-12-07,Wholesale,C00084
ORD000947,2025-10-20,Wholesale,C00420
ORD000948,2026-04-03,Wholesale,C00233
ORD000949,2025-08-20,Wholesale,C00867
ORD000950,2026-05-24,Walmart,C00996
ORD000951,2026-04-04,Amazon,C00386
ORD000952,2025-08-09,TikTok Shop,C00158
ORD000953,2026-05-13,Amazon,C00304
ORD000954,2025-08-06,TikTok Shop,C00854
ORD000955,2025-10-29,Amazon,C00598
ORD000956,2025-10-10,Shopify,C01065
ORD000957,2026-06-15,Wholesale,C01086
ORD000958,2025-08-01,TikTok Shop,C00465
ORD000959,2026-03-23,TikTok Shop,C00583
ORD000960,2025-09-22,Shopify,C00360
ORD000961,2025-10-25,Wholesale,C00260
ORD000962,2025-09-12,Wholesale,C00072
ORD000963,2026-01-24,Wholesale,C00618
ORD000964,2026-04-10,Walmart,C00298
ORD000965,2025-09-07,TikTok Shop,C00971
ORD000966,2026-03-01,TikTok Shop,C00231
ORD000967,2025-10-17,Walmart,C00452
ORD000968,2026-01-21,Wholesale,C00400
ORD000969,2026-04-22,Wholesale,C00913
ORD000970,2025-11-01,TikTok Shop,C00815
ORD000971,2026-05-18,Walmart,C00764
ORD000972,2025-12-15,TikTok Shop,C00631
ORD000973,2025-09-28,Walmart,C00907
ORD000974,2026-03-17,Wholesale,C00177
ORD000975,2026-03-17,Walmart,C01076
ORD000976,2026-05-11,Walmart,C00560
ORD000977,2026-04-29,Shopify,C00381
ORD000978,2025-09-07,Wholesale,C00623
ORD000979,2026-05-23,Amazon,C00316
ORD000980,2026-06-08,Walmart,C00368
ORD000981,2025-09-26,Walmart,C00137
ORD000982,2025-11-22,Amazon,C00765
ORD000983,2025-09-04,Shopify,C00655
ORD000984,2026-03-06,TikTok Shop,C00740
ORD000985,2025-08-03,Wholesale,C00158
ORD000986,2026-07-20,TikTok Shop,C00617
ORD000987,2025-11-23,Shopify,C00027
ORD000988,2026-03-05,TikTok Shop,C00994
ORD000989,2026-04-14,Shopify,C01031
ORD000990,2026-07-12,Walmart,C00944
ORD000991,2025-12-17,Amazon,C00983
ORD000992,2025-12-26,Wholesale,C01072
ORD000993,2026-07-25,Shopify,C00264
ORD000994,2026-04-28,Amazon,C00871
ORD000995,2025-10-10,Shopify,C00221
ORD000996,2025-08-23,Walmart,C00244
ORD000997,2026-03-11,Amazon,C00254
ORD000998,2026-04-19,Shopify,C00569
ORD000999,2026-06-12,Amazon,C01185
ORD001000,2026-03-25,Shopify,C00578
ORD001001,2025-10-27,Amazon,C00439
ORD001002,2025-09-02,Shopify,C00727
ORD001003,2026-04-21,Walmart,C00232
ORD001004,2026-05-21,Walmart,C00740
ORD001005,2025-11-19,Walmart,C00581
ORD001006,2026-06-20,Wholesale,C00835
ORD001007,2026-04-16,TikTok Shop,C00368
ORD001008,2026-03-15,Walmart,C00898
ORD001009,2026-06-02,Shopify,C00133
ORD001010,2025-09-10,Amazon,C00477
ORD001011,2026-05-30,Walmart,C00730
ORD001012,2026-03-01,Shopify,C00932
ORD001013,2026-05-24,Walmart,C01019
ORD001014,2025-08-09,Amazon,C00109
ORD001015,2025-12-06,Shopify,C00784
ORD001016,2026-02-16,Walmart,C00414
ORD001017,2026-01-07,Wholesale,C00704
ORD001018,2026-04-07,Walmart,C00645
ORD001019,2025-12-15,Shopify,C01141
ORD001020,2025-08-20,Walmart,C00999
ORD001021,2026-02-06,Wholesale,C01105
ORD001022,2026-04-02,Walmart,C00540
ORD001023,2025-12-04,TikTok Shop,C00657
ORD001024,2025-07-29,Shopify,C00751
ORD001025,2026-06-19,Amazon,C00877
ORD001026,2026-01-04,Shopify,C00508
ORD001027,2026-06-09,Amazon,C00625
ORD001028,2026-01-31,Amazon,C01103
ORD001029,2025-09-03,TikTok Shop,C00042
ORD001030,2026-01-09,TikTok Shop,C01173
ORD001031,2025-12-12,Shopify,C00689
ORD001032,2026-03-28,TikTok Shop,C00893
ORD001033,2026-07-06,Wholesale,C00439
ORD001034,2026-06-11,Shopify,C00189
ORD001035,2026-01-19,Wholesale,C01088
ORD001036,2026-04-25,TikTok Shop,C01034
ORD001037,2025-09-22,Walmart,C00515
ORD001038,2026-01-10,Wholesale,C01023
ORD001039,2025-10-01,Wholesale,C00889
ORD001040,2026-05-05,Shopify,C00615
ORD001041,2026-02-12,Walmart,C00547
ORD001042,2026-04-03,Walmart,C00489
ORD001043,2025-11-06,Amazon,C00503
ORD001044,2026-03-21,Walmart,C00076
ORD001045,2026-06-03,Shopify,C00060
ORD001046,2026-07-17,Amazon,C00114
ORD001047,2026-02-19,Amazon,C00834
ORD001048,2026-05-21,Amazon,C01170
ORD001049,2026-01-28,Shopify,C00251
ORD001050,2026-01-21,Shopify,C00296
ORD001051,2026-01-10,TikTok Shop,C00901
ORD001052,2026-06-10,Amazon,C00649
ORD001053,2026-05-04,Walmart,C00754
ORD001054,2026-03-12,TikTok Shop,C01132
ORD001055,2025-11-06,Walmart,C00796
ORD001056,2025-11-27,TikTok Shop,C00185
ORD001057,2026-06-20,Shopify,C00899
ORD001058,2025-10-28,Walmart,C00846
ORD001059,2026-06-12,Wholesale,C00136
ORD001060,2026-07-22,Amazon,C00377
ORD001061,2025-08-27,TikTok Shop,C01180
ORD001062,2025-11-10,Shopify,C01058
ORD001063,2026-07-02,TikTok Shop,C00356
ORD001064,2026-01-16,TikTok Shop,C00373
ORD001065,2025-10-27,Wholesale,C00469
ORD001066,2026-05-12,TikTok Shop,C00346
ORD001067,2026-01-21,Wholesale,C00533
ORD001068,2026-03-03,Shopify,C01162
ORD001069,2026-03-19,Walmart,C01013
ORD001070,2026-04-10,Shopify,C00546
ORD001071,2025-12-19,Shopify,C00442
ORD001072,2025-12-02,Shopify,C00059
ORD001073,2025-08-05,Shopify,C00758
ORD001074,2026-02-01,Walmart,C00435
ORD001075,2026-06-20,Wholesale,C00121
ORD001076,2025-11-28,Walmart,C00726
ORD001077,2025-10-03,TikTok Shop,C00809
ORD001078,2026-01-30,TikTok Shop,C00348
ORD001079,2025-10-15,Wholesale,C00887
ORD001080,2025-12-09,TikTok Shop,C00091
ORD001081,2026-05-30,TikTok Shop,C00881
ORD001082,2025-11-02,Walmart,C00338
ORD001083,2025-12-04,Amazon,C00387
ORD001084,2025-11-10,Shopify,C00074
ORD001085,2026-07-01,Amazon,C01014
ORD001086,2026-03-13,Wholesale,C00994
ORD001087,2026-04-23,TikTok Shop,C00192
ORD001088,2026-07-01,Shopify,C01042
ORD001089,2025-11-09,Wholesale,C01169
ORD001090,2026-02-25,Shopify,C01021
ORD001091,2025-07-28,TikTok Shop,C00218
ORD001092,2026-02-10,Walmart,C00930
ORD001093,2025-10-07,TikTok Shop,C01166
ORD001094,2025-08-27,TikTok Shop,C00662
ORD001095,2025-10-26,Amazon,C00817
ORD001096,2026-04-30,Amazon,C00427
ORD001097,2025-12-29,TikTok Shop,C00316
ORD001098,2026-01-30,Walmart,C00636
ORD001099,2026-02-25,Walmart,C00913
ORD001100,2026-05-15,Amazon,C00866
ORD001101,2025-10-26,Amazon,C00083
ORD001102,2026-04-19,TikTok Shop,C00959
ORD001103,2026-01-25,Shopify,C00616
ORD001104,2026-04-01,TikTok Shop,C01165
ORD001105,2026-04-27,Amazon,C01052
ORD001106,2026-01-31,Walmart,C00194
ORD001107,2026-01-15,Wholesale,C00168
ORD001108,2026-05-28,Amazon,C00171
ORD001109,2025-07-31,Walmart,C00543
ORD001110,2025-08-30,Wholesale,C00532
ORD001111,2025-11-16,Amazon,C00028
ORD001112,2025-10-19,Walmart,C00997
ORD001113,2025-12-29,Amazon,C00257
ORD001114,2026-04-19,Amazon,C00033
ORD001115,2025-10-27,Walmart,C01104
ORD001116,2025-11-20,Walmart,C00304
ORD001117,2026-04-08,Shopify,C00912
ORD001118,2026-03-07,Shopify,C00604
ORD001119,2025-12-15,Walmart,C01016
ORD001120,2026-01-24,Wholesale,C01000
ORD001121,2026-02-24,Walmart,C01181
ORD001122,2026-02-16,Walmart,C00240
ORD001123,2025-12-05,Amazon,C00331
ORD001124,2026-01-06,Shopify,C01040
ORD001125,2026-05-10,Wholesale,C00960
ORD001126,2026-02-23,Walmart,C00738
ORD001127,2025-11-30,Walmart,C00265
ORD001128,2025-12-08,Wholesale,C01008
ORD001129,2026-04-23,TikTok Shop,C00481
ORD001130,2026-01-17,Amazon,C00735
ORD001131,2025-11-07,Amazon,C00692
ORD001132,2025-11-21,Walmart,C00529
ORD001133,2025-10-30,Shopify,C01056
ORD001134,2025-10-22,Wholesale,C00209
ORD001135,2025-09-09,Shopify,C00599
ORD001136,2026-05-01,Shopify,C00252
ORD001137,2025-10-07,Amazon,C00503
ORD001138,2025-11-24,Amazon,C00545
ORD001139,2025-09-09,Wholesale,C00864
ORD001140,2026-05-09,Walmart,C00839
ORD001141,2026-02-18,Shopify,C00021
ORD001142,2026-05-17,Shopify,C00889
ORD001143,2026-04-19,Shopify,C01177
ORD001144,2025-10-04,Walmart,C00824
ORD001145,2025-10-07,Wholesale,C00301
ORD001146,2025-10-17,Shopify,C00618
ORD001147,2026-05-07,Walmart,C00259
ORD001148,2026-01-29,Wholesale,C00698
ORD001149,2025-11-09,Walmart,C01035
ORD001150,2026-05-02,TikTok Shop,C01040
ORD001151,2026-03-10,TikTok Shop,C01173
ORD001152,2026-05-16,TikTok Shop,C00613
ORD001153,2026-02-13,Amazon,C00672
ORD001154,2026-03-13,Walmart,C00844
ORD001155,2025-11-11,Walmart,C00267
ORD001156,2025-09-02,Wholesale,C00825
ORD001157,2026-06-13,Walmart,C00854
ORD001158,2025-10-08,Walmart,C00938
ORD001159,2025-11-17,Shopify,C00933
ORD001160,2025-10-21,Amazon,C00837
ORD001161,2025-12-12,Wholesale,C00594
ORD001162,2025-10-02,Amazon,C00761
ORD001163,2025-11-19,Amazon,C00293
ORD001164,2025-07-30,Amazon,C00625
ORD001165,2026-04-25,Amazon,C01122
ORD001166,2026-02-17,Wholesale,C00635
ORD001167,2025-09-12,Shopify,C01034
ORD001168,2025-11-08,Wholesale,C00839
ORD001169,2025-08-11,Walmart,C00569
ORD001170,2025-08-15,Wholesale,C00175
ORD001171,2026-02-24,Wholesale,C01069
ORD001172,2025-11-15,Amazon,C01090
ORD001173,2026-04-21,Shopify,C00503
ORD001174,2025-09-12,Walmart,C00048
ORD001175,2026-03-29,Wholesale,C00650
ORD001176,2026-06-27,Wholesale,C00345
ORD001177,2026-05-13,Shopify,C00629
ORD001178,2026-01-31,Shopify,C00056
ORD001179,2025-09-02,Walmart,C00664
ORD001180,2026-06-28,Shopify,C00485
ORD001181,2025-07-29,Amazon,C00652
ORD001182,2026-03-04,Amazon,C00835
ORD001183,2025-11-12,TikTok Shop,C01164
ORD001184,2026-01-23,Shopify,C00765
ORD001185,2026-01-26,Amazon,C00003
ORD001186,2026-01-12,Amazon,C00988
ORD001187,2025-12-04,Shopify,C01199
ORD001188,2025-10-04,Walmart,C00252
ORD001189,2025-08-13,Walmart,C00432
ORD001190,2025-10-31,Shopify,C00659
ORD001191,2026-07-25,Amazon,C00274
ORD001192,2026-06-24,Wholesale,C01002
ORD001193,2026-01-26,Walmart,C00253
ORD001194,2025-09-07,Amazon,C00256
ORD001195,2026-06-09,Shopify,C00041
ORD001196,2025-08-19,Shopify,C00480
ORD001197,2025-12-27,Wholesale,C00429
ORD001198,2026-01-31,Amazon,C00569
ORD001199,2025-08-22,Amazon,C00263
ORD001200,2026-03-06,Shopify,C00048
ORD001201,2026-03-26,Amazon,C00662
ORD001202,2026-04-17,Walmart,C00741
ORD001203,2025-08-14,TikTok Shop,C00011
ORD001204,2025-09-21,Shopify,C00868
ORD001205,2025-09-20,Shopify,C00675
ORD001206,2026-06-05,Walmart,C00050
ORD001207,2026-02-28,TikTok Shop,C00112
ORD001208,2025-11-19,Amazon,C00915
ORD001209,2025-08-27,Amazon,C00262
ORD001210,2025-10-29,TikTok Shop,C00885
ORD001211,2025-09-09,Wholesale,C00107
ORD001212,2026-02-26,Shopify,C00022
ORD001213,2026-05-17,TikTok Shop,C00054
ORD001214,2026-01-02,Amazon,C00211
ORD001215,2026-03-17,Wholesale,C00397
ORD001216,2026-03-13,Shopify,C00498
ORD001217,2026-05-28,Shopify,C00639
ORD001218,2026-03-22,TikTok Shop,C00703
ORD001219,2025-10-20,Amazon,C00487
ORD001220,2026-05-22,Shopify,C00141
ORD001221,2026-02-12,Wholesale,C01160
ORD001222,2025-12-19,Shopify,C00215
ORD001223,2026-01-15,Shopify,C00472
ORD001224,2026-07-12,TikTok Shop,C00770
ORD001225,2026-01-12,Amazon,C00744
