order_id,gateway,gross,processing_fee,platform_fee,net_payout,payout_date
ORD000471,Amazon Marketplace,103.96,0,15.59,88.37,2025-12-02
ORD000472,Amazon Marketplace,163.12,0,24.47,138.65,2026-08-05
ORD000473,Walmart Marketplace,128.94,0,15.47,113.47,2026-04-24
ORD000474,Walmart Marketplace,301.63,0,36.2,265.43,2025-09-17
ORD000475,Walmart Marketplace,217.52,0,26.1,191.42,2026-08-08
ORD000478,Shopify Payments,58.91,2.01,0,56.9,2025-11-07
ORD000479,Amazon Marketplace,13.72,0,2.06,11.66,2025-09-21
ORD000480,TikTok Payments,31.32,0.63,1.88,28.81,2026-07-13
ORD000481,Walmart Marketplace,260.55,0,31.27,229.28,2025-09-20
ORD000483,Shopify Payments,163.65,5.05,0,158.6,2026-02-28
ORD000484,Amazon Marketplace,56.19,0,8.43,47.76,2025-10-09
ORD000485,Walmart Marketplace,135.7,0,16.28,119.42,2025-11-22
ORD000486,Shopify Payments,29.49,1.16,0,28.33,2025-11-15
ORD000487,TikTok Payments,67.17,1.34,4.03,61.8,2026-03-23
ORD000488,TikTok Payments,31.61,0.63,1.9,29.08,2025-10-21
ORD000489,Walmart Marketplace,310.71,0,37.29,273.42,2026-05-14
ORD000490,Amazon Marketplace,200.29,0,30.04,170.25,2025-12-21
ORD000491,Shopify Payments,49.53,1.74,0,47.79,2025-10-16
ORD000492,TikTok Payments,317.52,6.35,19.05,292.12,2026-04-26
ORD000493,Shopify Payments,97.82,3.14,0,94.68,2026-04-01
ORD000494,TikTok Payments,101.07,2.02,6.06,92.99,2026-06-28
ORD000495,Shopify Payments,154.52,4.78,0,149.74,2025-11-08
ORD000499,Shopify Payments,218.2,6.63,0,211.57,2026-07-14
ORD000500,Amazon Marketplace,66.63,0,9.99,56.64,2026-07-26
ORD000501,TikTok Payments,168.28,3.37,10.1,154.81,2026-06-25
ORD000503,Amazon Marketplace,22.21,0,3.33,18.88,2025-09-12
ORD000504,Amazon Marketplace,73.59,0,11.04,62.55,2026-04-11
ORD000505,Walmart Marketplace,303.02,0,36.36,266.66,2026-01-19
ORD000506,TikTok Payments,224.56,4.49,13.47,206.6,2026-06-20
ORD000507,Amazon Marketplace,162.31,0,24.35,137.96,2025-11-25
ORD000508,TikTok Payments,308.36,6.17,18.5,283.69,2025-08-18
ORD000509,Amazon Marketplace,60.48,0,9.07,51.41,2025-08-11
ORD000510,TikTok Payments,167.79,3.36,10.07,154.36,2025-12-09
ORD000511,Walmart Marketplace,117.72,0,14.13,103.59,2026-06-05
ORD000513,Shopify Payments,58.98,2.01,0,56.97,2026-04-02
ORD000514,Amazon Marketplace,55.34,0,8.3,47.04,2025-11-18
ORD000515,TikTok Payments,167.64,3.35,10.06,154.23,2025-10-03
ORD000516,Shopify Payments,331.72,9.92,0,321.8,2026-05-10
ORD000518,TikTok Payments,119.36,2.39,7.16,109.81,2026-03-05
ORD000519,Shopify Payments,179.05,5.49,0,173.56,2026-04-29
ORD000520,Shopify Payments,378.62,11.28,0,367.34,2026-01-11
ORD000521,Walmart Marketplace,120.58,0,14.47,106.11,2026-03-13
ORD000523,TikTok Payments,255.99,5.12,15.36,235.51,2025-09-15
ORD000524,TikTok Payments,192.62,3.85,11.56,177.21,2025-08-30
ORD000525,TikTok Payments,230.11,4.6,13.81,211.7,2026-07-11
ORD000526,Walmart Marketplace,261.72,0,31.41,230.31,2026-05-05
ORD000527,TikTok Payments,44.03,0.88,2.64,40.51,2026-07-19
ORD000528,Walmart Marketplace,197.43,0,23.69,173.74,2025-10-04
ORD000529,Shopify Payments,89.85,2.91,0,86.94,2026-02-24
ORD000530,Walmart Marketplace,128.55,0,15.43,113.12,2025-08-23
ORD000532,Shopify Payments,187.39,5.73,0,181.66,2025-12-18
ORD000533,Shopify Payments,52.18,1.81,0,50.37,2026-03-11
ORD000534,Amazon Marketplace,81.3,0,12.2,69.1,2026-03-11
ORD000535,Walmart Marketplace,224.56,0,26.95,197.61,2025-10-05
ORD000536,Walmart Marketplace,229.44,0,27.53,201.91,2026-01-21
ORD000538,Shopify Payments,283.89,8.53,0,275.36,2025-08-12
ORD000539,Shopify Payments,45.36,1.62,0,43.74,2025-11-24
ORD000540,Walmart Marketplace,231.17,0,27.74,203.43,2025-12-28
ORD000541,TikTok Payments,14.83,0.3,0.89,13.64,2026-07-18
ORD000542,Shopify Payments,199.62,6.09,0,193.53,2026-07-25
ORD000543,Amazon Marketplace,84.5,0,12.67,71.83,2026-06-13
ORD000544,Amazon Marketplace,252.48,0,37.87,214.61,2026-07-08
ORD000545,Walmart Marketplace,93.96,0,11.28,82.68,2025-08-25
ORD000546,Walmart Marketplace,216.84,0,26.02,190.82,2026-07-24
ORD000549,TikTok Payments,195.4,3.91,11.72,179.77,2026-04-23
ORD000550,Shopify Payments,45.04,1.61,0,43.43,2025-10-31
ORD000551,Amazon Marketplace,234.81,0,35.22,199.59,2026-04-26
ORD000552,Shopify Payments,100.13,3.2,0,96.93,2025-09-04
ORD000553,Shopify Payments,132.93,4.15,0,128.78,2025-12-12
ORD000554,Amazon Marketplace,83.58,0,12.54,71.04,2026-06-07
ORD000555,TikTok Payments,297.48,5.95,17.85,273.68,2026-03-08
ORD000556,TikTok Payments,59.32,1.19,3.56,54.57,2026-07-11
ORD000557,Walmart Marketplace,207.87,0,24.94,182.93,2026-07-13
ORD000558,Shopify Payments,126.44,3.97,0,122.47,2026-01-02
ORD000560,Shopify Payments,152.56,4.72,0,147.84,2026-05-14
ORD000561,Amazon Marketplace,94.67,0,14.2,80.47,2025-10-07
ORD000562,Walmart Marketplace,176.73,0,21.21,155.52,2026-08-02
ORD000563,Amazon Marketplace,353.31,0,53,300.31,2026-08-04
ORD000564,Shopify Payments,254.38,7.68,0,246.7,2025-10-27
ORD000565,Walmart Marketplace,113.68,0,13.64,100.04,2026-07-11
ORD000567,TikTok Payments,76.06,1.52,4.56,69.98,2026-06-08
ORD000568,Amazon Marketplace,207.07,0,31.06,176.01,2026-06-19
ORD000569,Walmart Marketplace,144.24,0,17.31,126.93,2025-10-17
ORD000571,TikTok Payments,144.2,2.88,8.65,132.67,2026-01-09
ORD000572,Shopify Payments,35.32,1.32,0,34,2025-08-06
ORD000573,Shopify Payments,119.51,3.77,0,115.74,2025-10-06
ORD000574,Amazon Marketplace,46.26,0,6.94,39.32,2026-05-21
ORD000575,Walmart Marketplace,168.39,0,20.21,148.18,2026-08-03
ORD000577,Walmart Marketplace,501.74,0,60.21,441.53,2026-06-09
ORD000578,TikTok Payments,150.75,3.02,9.04,138.69,2026-07-28
ORD000580,TikTok Payments,421.06,8.42,25.26,387.38,2026-06-09
ORD000582,Amazon Marketplace,29.49,0,4.42,25.07,2026-07-11
ORD000583,Shopify Payments,73.59,2.43,0,71.16,2026-05-09
ORD000584,Shopify Payments,247.77,7.49,0,240.28,2026-06-08
ORD000585,Amazon Marketplace,195.4,0,29.31,166.09,2025-11-12
ORD000586,Shopify Payments,259.98,7.84,0,252.14,2025-11-09
ORD000589,Shopify Payments,143.1,4.45,0,138.65,2026-04-27
ORD000591,Shopify Payments,89.03,2.88,0,86.15,2025-12-22
ORD000592,Shopify Payments,292.65,8.79,0,283.86,2026-07-02
ORD000595,Shopify Payments,161.72,4.99,0,156.73,2026-01-26
ORD000597,Shopify Payments,110.4,3.5,0,106.9,2025-10-12
ORD000598,Amazon Marketplace,182.79,0,27.42,155.37,2026-06-22
ORD000600,TikTok Payments,63.22,1.26,3.79,58.17,2026-01-28
ORD000602,Shopify Payments,41.84,1.51,0,40.33,2025-11-22
ORD000603,Amazon Marketplace,85.26,0,12.79,72.47,2026-06-22
ORD000604,Amazon Marketplace,58.98,0,8.85,50.13,2026-06-14
ORD000605,TikTok Payments,60.38,1.21,3.62,55.55,2026-07-06
ORD000606,TikTok Payments,319.68,6.39,19.18,294.11,2025-10-30
ORD000607,Amazon Marketplace,129.92,0,19.49,110.43,2025-11-04
ORD000608,Amazon Marketplace,208.07,0,31.21,176.86,2025-08-17
ORD000609,Walmart Marketplace,253.62,0,30.43,223.19,2026-04-23
ORD000611,Amazon Marketplace,120.76,0,18.11,102.65,2026-01-09
ORD000613,TikTok Payments,89.56,1.79,5.37,82.4,2025-11-17
ORD000614,Shopify Payments,55.04,1.9,0,53.14,2026-06-27
ORD000616,Shopify Payments,120.45,3.79,0,116.66,2026-05-24
ORD000617,Amazon Marketplace,277,0,41.55,235.45,2025-11-24
ORD000619,Shopify Payments,177.2,5.44,0,171.76,2026-04-02
ORD000620,TikTok Payments,278.73,5.57,16.72,256.44,2026-02-14
ORD000621,Walmart Marketplace,47.7,0,5.72,41.98,2026-01-11
ORD000622,TikTok Payments,113.99,2.28,6.84,104.87,2026-04-21
ORD000626,Walmart Marketplace,244.98,0,29.4,215.58,2026-08-09
ORD000627,Walmart Marketplace,60.38,0,7.25,53.13,2025-08-19
ORD000628,Walmart Marketplace,199.76,0,23.97,175.79,2025-09-21
ORD000629,Shopify Payments,164.44,5.07,0,159.37,2026-07-02
ORD000631,TikTok Payments,285.77,5.72,17.15,262.9,2025-10-10
ORD000632,TikTok Payments,386.29,7.73,23.18,355.38,2026-03-16
ORD000633,Walmart Marketplace,197.54,0,23.7,173.84,2025-11-19
ORD000635,Shopify Payments,232.29,7.04,0,225.25,2025-09-08
ORD000636,Walmart Marketplace,92.52,0,11.1,81.42,2026-03-28
ORD000637,Walmart Marketplace,109.1,0,13.09,96.01,2026-01-23
ORD000640,Shopify Payments,59.76,2.03,0,57.73,2026-05-30
ORD000641,Shopify Payments,262.4,7.91,0,254.49,2025-11-27
ORD000643,Shopify Payments,75.27,2.48,0,72.79,2026-03-21
ORD000646,Walmart Marketplace,137.23,0,16.47,120.76,2026-01-06
ORD000647,Shopify Payments,138.47,4.32,0,134.15,2026-07-12
ORD000648,TikTok Payments,129.06,2.58,7.74,118.74,2026-03-14
ORD000651,Walmart Marketplace,226.91,0,27.23,199.68,2025-08-27
ORD000655,Walmart Marketplace,203.22,0,24.39,178.83,2026-02-26
ORD000657,Amazon Marketplace,198.12,0,29.72,168.4,2026-06-19
ORD000658,Amazon Marketplace,192.84,0,28.93,163.91,2026-03-06
ORD000659,Walmart Marketplace,308.2,0,36.98,271.22,2026-05-02
ORD000660,Walmart Marketplace,82.17,0,9.86,72.31,2026-05-16
ORD000661,Shopify Payments,345.99,10.33,0,335.66,2026-07-29
ORD000662,Shopify Payments,129.06,4.04,0,125.02,2026-05-12
ORD000663,Walmart Marketplace,179.23,0,21.51,157.72,2026-05-22
ORD000664,Amazon Marketplace,289.36,0,43.4,245.96,2026-04-25
ORD000665,Walmart Marketplace,319.79,0,38.37,281.42,2025-10-25
ORD000667,Walmart Marketplace,176.64,0,21.2,155.44,2026-01-24
ORD000668,Walmart Marketplace,178.2,0,21.38,156.82,2025-09-05
ORD000669,TikTok Payments,62.71,1.25,3.76,57.7,2026-04-16
ORD000670,TikTok Payments,109.99,2.2,6.6,101.19,2026-07-26
ORD000671,Walmart Marketplace,126.78,0,15.21,111.57,2025-12-14
ORD000672,Walmart Marketplace,41.16,0,4.94,36.22,2026-04-08
ORD000673,Shopify Payments,41.16,1.49,0,39.67,2025-11-25
ORD000674,Shopify Payments,172.08,5.29,0,166.79,2026-04-12
ORD000676,Walmart Marketplace,480.84,0,57.7,423.14,2025-09-27
ORD000677,Walmart Marketplace,105.09,0,12.61,92.48,2026-05-16
ORD000678,Walmart Marketplace,137.68,0,16.52,121.16,2026-07-24
ORD000679,Amazon Marketplace,129.06,0,19.36,109.7,2025-12-04
ORD000681,Shopify Payments,223.76,6.79,0,216.97,2025-11-25
ORD000682,Walmart Marketplace,67.17,0,8.06,59.11,2026-04-25
ORD000683,TikTok Payments,145.34,2.91,8.72,133.71,2026-01-06
ORD000686,Amazon Marketplace,179.13,0,26.87,152.26,2026-05-06
ORD000687,Walmart Marketplace,63.68,0,7.64,56.04,2025-11-30
ORD000688,Shopify Payments,70.64,2.35,0,68.29,2026-02-27
ORD000689,Amazon Marketplace,266.43,0,39.96,226.47,2025-09-28
ORD000690,TikTok Payments,153.02,3.06,9.18,140.78,2025-10-16
ORD000692,Walmart Marketplace,225.26,0,27.03,198.23,2026-04-25
ORD000693,Shopify Payments,244.14,7.38,0,236.76,2026-07-27
ORD000694,Shopify Payments,82.8,2.7,0,80.1,2025-12-22
ORD000695,TikTok Payments,356.97,7.14,21.42,328.41,2026-04-21
ORD000696,Walmart Marketplace,33.48,0,4.02,29.46,2026-05-25
ORD000697,Shopify Payments,156.65,4.84,0,151.81,2026-07-14
ORD000698,Amazon Marketplace,139.15,0,20.87,118.28,2025-10-15
ORD000700,Shopify Payments,236.48,7.16,0,229.32,2026-03-07
ORD000701,Amazon Marketplace,446.58,0,66.99,379.59,2025-12-02
ORD000705,TikTok Payments,97.95,1.96,5.88,90.11,2025-08-02
ORD000707,Walmart Marketplace,174.34,0,20.92,153.42,2025-11-27
ORD000708,Amazon Marketplace,298.96,0,44.84,254.12,2025-10-30
ORD000709,Walmart Marketplace,168.28,0,20.19,148.09,2026-01-23
ORD000710,Shopify Payments,99.84,3.2,0,96.64,2026-05-30
ORD000712,Amazon Marketplace,24.53,0,3.68,20.85,2026-03-31
ORD000713,Walmart Marketplace,302.23,0,36.27,265.96,2026-04-19
ORD000714,Amazon Marketplace,44.19,0,6.63,37.56,2025-12-12
ORD000715,Shopify Payments,173.98,5.35,0,168.63,2026-01-23
ORD000716,Shopify Payments,125.28,3.93,0,121.35,2026-01-16
ORD000717,Shopify Payments,171.16,5.26,0,165.9,2026-01-16
ORD000718,Amazon Marketplace,22.21,0,3.33,18.88,2026-04-27
ORD000719,TikTok Payments,176.76,3.54,10.61,162.61,2025-10-23
ORD000720,Shopify Payments,97.11,3.12,0,93.99,2026-02-10
ORD000721,Walmart Marketplace,109.1,0,13.09,96.01,2026-02-08
ORD000722,Walmart Marketplace,223.25,0,26.79,196.46,2026-06-14
ORD000723,Amazon Marketplace,308.82,0,46.32,262.5,2026-07-23
ORD000724,Amazon Marketplace,54.88,0,8.23,46.65,2026-06-15
ORD000725,TikTok Payments,65.75,1.31,3.94,60.5,2026-05-13
ORD000726,Walmart Marketplace,218.2,0,26.18,192.02,2025-10-14
ORD000728,Amazon Marketplace,150.94,0,22.64,128.3,2025-09-09
ORD000729,Shopify Payments,82.8,2.7,0,80.1,2025-11-15
ORD000730,Walmart Marketplace,126.21,0,15.15,111.06,2026-02-25
ORD000731,Shopify Payments,193.92,5.92,0,188,2026-04-10
ORD000733,TikTok Payments,109.62,2.19,6.58,100.85,2026-03-30
ORD000734,Walmart Marketplace,160.99,0,19.32,141.67,2025-12-18
ORD000736,TikTok Payments,378.02,7.56,22.68,347.78,2026-06-16
ORD000739,Amazon Marketplace,96.96,0,14.54,82.42,2026-04-26
ORD000740,Amazon Marketplace,338.92,0,50.84,288.08,2025-12-06
ORD000741,Shopify Payments,41.84,1.51,0,40.33,2025-10-22
ORD000742,Amazon Marketplace,311.54,0,46.73,264.81,2026-06-19
ORD000744,Amazon Marketplace,196.3,0,29.45,166.85,2025-10-04
ORD000746,Amazon Marketplace,195.4,0,29.31,166.09,2025-08-25
ORD000748,TikTok Payments,280.6,5.61,16.84,258.15,2026-02-01
ORD000749,Walmart Marketplace,237.73,0,28.53,209.2,2026-04-02
ORD000750,Amazon Marketplace,78.84,0,11.83,67.01,2026-07-04
ORD000751,Shopify Payments,131.5,4.11,0,127.39,2026-05-22
ORD000752,Amazon Marketplace,202.63,0,30.39,172.24,2025-09-06
ORD000753,TikTok Payments,149.82,3,8.99,137.83,2026-01-26
ORD000754,TikTok Payments,187.46,3.75,11.25,172.46,2026-01-09
ORD000755,Walmart Marketplace,105.69,0,12.68,93.01,2026-07-18
ORD000756,Amazon Marketplace,79.89,0,11.98,67.91,2026-04-10
ORD000757,Walmart Marketplace,49.94,0,5.99,43.95,2026-03-19
ORD000758,Walmart Marketplace,82.59,0,9.91,72.68,2025-10-24
ORD000759,TikTok Payments,260.32,5.21,15.62,239.49,2026-05-08
ORD000760,Shopify Payments,155.03,4.8,0,150.23,2026-04-25
ORD000761,Amazon Marketplace,194.94,0,29.24,165.7,2026-01-05
ORD000762,Shopify Payments,291.62,8.76,0,282.86,2026-02-05
ORD000764,TikTok Payments,110.08,2.2,6.6,101.28,2025-11-04
ORD000765,Walmart Marketplace,116.3,0,13.96,102.34,2025-10-04
ORD000766,TikTok Payments,336.84,6.74,20.21,309.89,2026-04-13
ORD000767,Walmart Marketplace,77.67,0,9.32,68.35,2026-05-02
ORD000768,Shopify Payments,58.98,2.01,0,56.97,2025-07-31
ORD000770,Walmart Marketplace,24.58,0,2.95,21.63,2026-05-26
ORD000773,Amazon Marketplace,168.42,0,25.26,143.16,2026-07-17
ORD000774,Amazon Marketplace,185.2,0,27.78,157.42,2025-09-18
ORD000775,Amazon Marketplace,236.61,0,35.49,201.12,2026-06-07
ORD000778,Walmart Marketplace,115.89,0,13.91,101.98,2025-10-17
ORD000779,TikTok Payments,105.09,2.1,6.31,96.68,2026-06-09
ORD000780,Amazon Marketplace,150.1,0,22.51,127.59,2026-05-07
ORD000781,TikTok Payments,170.71,3.41,10.24,157.06,2026-02-18
ORD000783,Shopify Payments,268.53,8.09,0,260.44,2025-08-17
ORD000784,Walmart Marketplace,136.83,0,16.42,120.41,2026-03-12
ORD000785,Shopify Payments,50.22,1.76,0,48.46,2025-11-02
ORD000786,Walmart Marketplace,171.86,0,20.62,151.24,2026-07-31
ORD000787,Amazon Marketplace,50.22,0,7.53,42.69,2026-07-04
ORD000789,Walmart Marketplace,364.54,0,43.74,320.8,2026-02-03
ORD000790,Walmart Marketplace,51.78,0,6.21,45.57,2025-09-29
ORD000791,Amazon Marketplace,263,0,39.45,223.55,2026-06-15
ORD000792,Shopify Payments,39.16,1.44,0,37.72,2026-01-24
ORD000793,Walmart Marketplace,180.11,0,21.61,158.5,2026-04-24
ORD000795,Walmart Marketplace,54.88,0,6.59,48.29,2026-03-13
ORD000796,Amazon Marketplace,105.06,0,15.76,89.3,2026-03-27
ORD000797,Walmart Marketplace,137.12,0,16.45,120.67,2025-12-11
ORD000798,TikTok Payments,211.48,4.23,12.69,194.56,2026-05-23
ORD000799,Shopify Payments,258.1,7.78,0,250.32,2026-07-10
ORD000800,Amazon Marketplace,120.94,0,18.14,102.8,2026-01-27
ORD000801,TikTok Payments,180.21,3.6,10.81,165.8,2026-03-27
ORD000802,Amazon Marketplace,361.52,0,54.23,307.29,2026-06-20
ORD000803,TikTok Payments,206.8,4.14,12.41,190.25,2026-05-07
ORD000804,TikTok Payments,258.72,5.17,15.52,238.03,2026-07-14
ORD000805,Amazon Marketplace,113.68,0,17.05,96.63,2026-02-22
ORD000806,Walmart Marketplace,140.92,0,16.91,124.01,2026-01-20
ORD000807,Shopify Payments,330.7,9.89,0,320.81,2026-06-14
ORD000808,Shopify Payments,171.26,5.27,0,165.99,2026-07-16
ORD000809,Shopify Payments,151.41,4.69,0,146.72,2026-02-25
ORD000810,TikTok Payments,126.44,2.53,7.59,116.32,2026-01-21
ORD000811,Shopify Payments,188.87,5.78,0,183.09,2026-07-11
ORD000812,TikTok Payments,91.99,1.84,5.52,84.63,2025-10-01
ORD000813,TikTok Payments,82.56,1.65,4.95,75.96,2026-05-16
ORD000814,TikTok Payments,65.24,1.3,3.91,60.03,2026-07-03
ORD000815,Amazon Marketplace,325.74,0,48.86,276.88,2026-02-10
ORD000816,TikTok Payments,445.14,8.9,26.71,409.53,2026-01-23
ORD000817,Walmart Marketplace,203.23,0,24.39,178.84,2025-11-18
ORD000818,Walmart Marketplace,101.1,0,12.13,88.97,2026-05-27
ORD000820,TikTok Payments,76.68,1.53,4.6,70.55,2026-06-24
ORD000821,TikTok Payments,125.59,2.51,7.54,115.54,2026-04-07
ORD000822,TikTok Payments,406.28,8.13,24.38,373.77,2025-11-16
ORD000823,Walmart Marketplace,202.15,0,24.26,177.89,2026-06-03
ORD000825,Shopify Payments,49.16,1.73,0,47.43,2026-02-15
ORD000827,Amazon Marketplace,213.24,0,31.99,181.25,2026-04-08
ORD000828,Walmart Marketplace,82.17,0,9.86,72.31,2025-11-10
ORD000829,Shopify Payments,281.18,8.45,0,272.73,2025-11-12
ORD000831,Walmart Marketplace,118.42,0,14.21,104.21,2025-09-07
ORD000832,Shopify Payments,136.03,4.24,0,131.79,2026-04-30
ORD000833,Amazon Marketplace,123.25,0,18.49,104.76,2025-11-27
ORD000834,Amazon Marketplace,83.16,0,12.47,70.69,2025-11-09
ORD000835,TikTok Payments,237.38,4.75,14.24,218.39,2025-11-15
ORD000836,TikTok Payments,56.14,1.12,3.37,51.65,2025-12-10
ORD000837,Shopify Payments,278.05,8.36,0,269.69,2025-11-29
ORD000838,TikTok Payments,9.75,0.2,0.58,8.97,2026-07-14
ORD000839,TikTok Payments,133.8,2.68,8.03,123.09,2026-02-28
ORD000840,Amazon Marketplace,172.08,0,25.81,146.27,2025-09-08
ORD000841,Walmart Marketplace,354.7,0,42.56,312.14,2025-10-02
ORD000842,Shopify Payments,56.84,1.95,0,54.89,2025-09-25
ORD000843,Amazon Marketplace,85.26,0,12.79,72.47,2025-11-07
ORD000844,Walmart Marketplace,99.88,0,11.99,87.89,2026-01-05
ORD000846,Walmart Marketplace,78.32,0,9.4,68.92,2025-10-06
ORD000847,Amazon Marketplace,130.43,0,19.56,110.87,2026-05-11
ORD000849,Walmart Marketplace,109.33,0,13.12,96.21,2025-09-03
ORD000850,Walmart Marketplace,112.28,0,13.47,98.81,2026-01-18
ORD000853,Shopify Payments,258.44,7.79,0,250.65,2026-02-23
ORD000854,Walmart Marketplace,50.06,0,6.01,44.05,2026-02-04
ORD000856,Shopify Payments,284.05,8.54,0,275.51,2025-08-22
ORD000857,Walmart Marketplace,134.58,0,16.15,118.43,2025-10-28
ORD000861,Amazon Marketplace,54.88,0,8.23,46.65,2026-07-27
ORD000863,Shopify Payments,103.56,3.3,0,100.26,2026-03-11
ORD000864,TikTok Payments,49.06,0.98,2.94,45.14,2026-04-29
ORD000865,Shopify Payments,33.48,1.27,0,32.21,2025-08-04
ORD000866,Walmart Marketplace,86.04,0,10.32,75.72,2026-07-06
ORD000867,Walmart Marketplace,366.88,0,44.03,322.85,2026-07-16
ORD000870,Amazon Marketplace,344.71,0,51.71,293,2026-01-02
ORD000872,Shopify Payments,127.17,3.99,0,123.18,2025-07-31
ORD000873,Walmart Marketplace,289.35,0,34.72,254.63,2025-12-23
ORD000874,Shopify Payments,314.22,9.41,0,304.81,2025-11-19
ORD000876,Amazon Marketplace,262.48,0,39.37,223.11,2026-01-08
ORD000877,TikTok Payments,55.04,1.1,3.3,50.64,2026-06-29
ORD000879,Shopify Payments,12.29,0.66,0,11.63,2026-06-18
ORD000880,Shopify Payments,144.44,4.49,0,139.95,2026-01-06
ORD000881,Shopify Payments,115.27,3.64,0,111.63,2026-02-23
ORD000882,Walmart Marketplace,148.86,0,17.86,131,2026-05-27
ORD000883,Walmart Marketplace,144.88,0,17.39,127.49,2026-05-21
ORD000884,Amazon Marketplace,153.6,0,23.04,130.56,2026-03-08
ORD000885,Amazon Marketplace,359.81,0,53.97,305.84,2026-06-14
ORD000886,TikTok Payments,241.88,4.84,14.51,222.53,2026-03-23
ORD000888,Amazon Marketplace,27.39,0,4.11,23.28,2025-11-01
ORD000889,Walmart Marketplace,73.59,0,8.83,64.76,2026-02-14
ORD000890,Shopify Payments,56.14,1.93,0,54.21,2025-10-21
ORD000891,Amazon Marketplace,197.7,0,29.65,168.05,2025-11-21
ORD000892,Amazon Marketplace,176.44,0,26.47,149.97,2026-01-26
ORD000893,TikTok Payments,158.3,3.17,9.5,145.63,2026-02-06
ORD000894,Walmart Marketplace,123.79,0,14.85,108.94,2025-08-21
ORD000895,Walmart Marketplace,294.36,0,35.32,259.04,2026-01-08
ORD000896,Amazon Marketplace,283.42,0,42.51,240.91,2025-12-16
ORD000897,Amazon Marketplace,58.74,0,8.81,49.93,2026-04-26
ORD000898,Walmart Marketplace,240.41,0,28.85,211.56,2026-04-29
ORD000899,TikTok Payments,219.47,4.39,13.17,201.91,2026-06-07
ORD000900,Walmart Marketplace,164.44,0,19.73,144.71,2026-01-13
ORD000901,Walmart Marketplace,184.27,0,22.11,162.16,2026-05-17
ORD000902,Amazon Marketplace,149.33,0,22.4,126.93,2025-10-12
ORD000904,TikTok Payments,84.96,1.7,5.1,78.16,2026-01-31
ORD000905,Shopify Payments,33.48,1.27,0,32.21,2026-07-21
ORD000906,Walmart Marketplace,132.57,0,15.91,116.66,2025-09-26
ORD000907,Walmart Marketplace,29.03,0,3.48,25.55,2026-04-08
ORD000908,TikTok Payments,164.6,3.29,9.88,151.43,2026-02-25
ORD000910,Amazon Marketplace,198.59,0,29.79,168.8,2026-07-27
ORD000911,TikTok Payments,158.54,3.17,9.51,145.86,2026-01-03
ORD000912,Amazon Marketplace,109.62,0,16.44,93.18,2026-03-27
ORD000913,Walmart Marketplace,154.73,0,18.57,136.16,2026-03-17
ORD000914,Amazon Marketplace,151.08,0,22.66,128.42,2026-04-22
ORD000915,Walmart Marketplace,186.56,0,22.39,164.17,2025-08-19
ORD000916,Shopify Payments,282.79,8.5,0,274.29,2025-08-28
ORD000917,Amazon Marketplace,129.06,0,19.36,109.7,2026-04-15
ORD000918,Walmart Marketplace,259.77,0,31.17,228.6,2026-01-22
ORD000919,Walmart Marketplace,56.14,0,6.74,49.4,2025-09-30
ORD000923,Shopify Payments,198.12,6.05,0,192.07,2025-08-17
ORD000924,Shopify Payments,179.4,5.5,0,173.9,2025-11-07
ORD000925,TikTok Payments,148.41,2.97,8.9,136.54,2025-12-27
ORD000926,Shopify Payments,74.19,2.45,0,71.74,2025-12-03
ORD000927,Walmart Marketplace,99.98,0,12,87.98,2025-10-31
ORD000928,Amazon Marketplace,63.22,0,9.48,53.74,2026-02-01
ORD000929,Walmart Marketplace,248.06,0,29.77,218.29,2025-12-14
ORD000930,Amazon Marketplace,41.84,0,6.28,35.56,2025-12-19
ORD000931,Shopify Payments,244.83,7.4,0,237.43,2026-05-18
ORD000932,TikTok Payments,71.98,1.44,4.32,66.22,2026-07-10
ORD000933,TikTok Payments,113.68,2.27,6.82,104.59,2025-12-26
ORD000934,Walmart Marketplace,220.28,0,26.43,193.85,2025-11-26
ORD000936,Shopify Payments,165.59,5.1,0,160.49,2026-06-17
ORD000937,Shopify Payments,185.04,5.67,0,179.37,2026-01-06
ORD000939,Walmart Marketplace,219.45,0,26.33,193.12,2026-06-30
ORD000940,Shopify Payments,262.09,7.9,0,254.19,2025-08-29
ORD000941,Shopify Payments,148.59,4.61,0,143.98,2026-01-27
ORD000942,Shopify Payments,327.1,9.79,0,317.31,2025-08-05
ORD000943,Shopify Payments,119.03,3.75,0,115.28,2026-05-13
ORD000944,TikTok Payments,241.34,4.83,14.48,222.03,2026-02-26
ORD000945,Amazon Marketplace,248.43,0,37.26,211.17,2025-08-30
ORD000950,Walmart Marketplace,303.42,0,36.41,267.01,2026-06-08
ORD000951,Amazon Marketplace,72.68,0,10.9,61.78,2026-04-19
ORD000952,TikTok Payments,29.25,0.58,1.75,26.92,2025-08-17
ORD000953,Amazon Marketplace,71.81,0,10.77,61.04,2026-05-27
ORD000954,TikTok Payments,326.53,6.53,19.59,300.41,2025-08-13
ORD000955,Amazon Marketplace,19.58,0,2.94,16.64,2025-11-12
ORD000956,Shopify Payments,298.34,8.95,0,289.39,2025-10-14
ORD000958,TikTok Payments,141.99,2.84,8.52,130.63,2025-08-10
ORD000959,TikTok Payments,152.07,3.04,9.12,139.91,2026-04-01
ORD000960,Shopify Payments,221.79,6.73,0,215.06,2025-09-25
ORD000964,Walmart Marketplace,149.16,0,17.9,131.26,2026-04-26
