order_id,product_id,qty,line_total
ORD000377,SKU0004,1,19.58
ORD000377,SKU0034,2,88.38
ORD000378,SKU0029,1,28.42
ORD000379,SKU0020,4,110.4
ORD000379,SKU0039,4,224.56
ORD000379,SKU0037,1,46.26
ORD000380,SKU0039,2,112.28
ORD000380,SKU0019,1,15.12
ORD000381,SKU0015,3,41.16
ORD000382,SKU0009,4,88.84
ORD000382,SKU0026,2,44.78
ORD000383,SKU0011,4,190.8
ORD000383,SKU0034,2,88.38
ORD000384,SKU0018,2,49.06
ORD000384,SKU0011,3,143.1
ORD000385,SKU0000,4,125.28
ORD000385,SKU0008,2,83.58
ORD000386,SKU0031,4,193.92
ORD000386,SKU0031,4,193.92
ORD000386,SKU0028,4,169.92
ORD000387,SKU0001,2,33.48
ORD000387,SKU0018,1,24.53
ORD000387,SKU0017,2,131.5
ORD000388,SKU0029,4,113.68
ORD000389,SKU0036,1,30.19
ORD000390,SKU0034,1,44.19
ORD000390,SKU0028,2,84.96
ORD000391,SKU0015,3,41.16
ORD000391,SKU0002,4,218.2
ORD000391,SKU0016,3,52.98
ORD000392,SKU0015,2,27.44
ORD000393,SKU0039,4,224.56
ORD000393,SKU0010,2,19.5
ORD000393,SKU0013,2,20.92
ORD000394,SKU0034,3,132.57
ORD000394,SKU0038,2,70.46
ORD000395,SKU0036,3,90.57
ORD000395,SKU0032,1,35.03
ORD000396,SKU0017,2,131.5
ORD000397,SKU0020,2,55.2
ORD000398,SKU0036,3,90.57
ORD000399,SKU0004,1,19.58
ORD000399,SKU0025,3,44.49
ORD000400,SKU0020,1,27.6
ORD000400,SKU0005,4,172.08
ORD000401,SKU0025,2,29.66
ORD000401,SKU0027,2,99.84
ORD000401,SKU0031,3,145.44
ORD000402,SKU0035,2,97.7
ORD000402,SKU0036,4,120.76
ORD000403,SKU0006,4,126.44
ORD000404,SKU0028,4,169.92
ORD000405,SKU0008,3,125.37
ORD000406,SKU0023,3,83.01
ORD000407,SKU0010,1,9.75
ORD000407,SKU0025,3,44.49
ORD000407,SKU0014,4,199.76
ORD000408,SKU0013,4,41.84
ORD000409,SKU0014,4,199.76
ORD000409,SKU0000,1,31.32
ORD000409,SKU0021,1,12.29
ORD000410,SKU0004,2,39.16
ORD000410,SKU0024,1,42.07
ORD000411,SKU0023,3,83.01
ORD000411,SKU0008,4,167.16
ORD000412,SKU0033,1,27.39
ORD000413,SKU0022,2,77.26
ORD000413,SKU0009,4,88.84
ORD000414,SKU0005,1,43.02
ORD000415,SKU0024,3,126.21
ORD000415,SKU0027,3,149.76
ORD000415,SKU0008,2,83.58
ORD000416,SKU0035,3,146.55
ORD000417,SKU0033,2,54.78
ORD000418,SKU0003,2,58.98
ORD000418,SKU0031,4,193.92
ORD000418,SKU0007,2,55.04
ORD000419,SKU0000,3,93.96
ORD000419,SKU0020,2,55.2
ORD000419,SKU0024,4,168.28
ORD000420,SKU0011,4,190.8
ORD000420,SKU0004,1,19.58
ORD000420,SKU0037,1,46.26
ORD000421,SKU0002,1,54.55
ORD000422,SKU0032,4,140.12
ORD000422,SKU0027,4,199.68
ORD000423,SKU0039,2,112.28
ORD000423,SKU0017,1,65.75
ORD000423,SKU0019,1,15.12
ORD000424,SKU0034,3,132.57
ORD000425,SKU0027,2,99.84
ORD000425,SKU0003,2,58.98
ORD000426,SKU0029,1,28.42
ORD000427,SKU0000,2,62.64
ORD000428,SKU0022,3,115.89
ORD000428,SKU0010,3,29.25
ORD000429,SKU0007,1,27.52
ORD000429,SKU0021,4,49.16
ORD000429,SKU0017,1,65.75
ORD000430,SKU0004,4,78.32
ORD000430,SKU0029,3,85.26
ORD000430,SKU0003,4,117.96
ORD000431,SKU0010,3,29.25
ORD000431,SKU0006,1,31.61
ORD000432,SKU0002,1,54.55
ORD000433,SKU0023,4,110.68
ORD000433,SKU0009,2,44.42
ORD000434,SKU0026,2,44.78
ORD000434,SKU0020,2,55.2
ORD000434,SKU0026,3,67.17
ORD000435,SKU0023,1,27.67
ORD000435,SKU0032,1,35.03
ORD000435,SKU0011,2,95.4
ORD000436,SKU0004,4,78.32
ORD000436,SKU0018,3,73.59
ORD000437,SKU0029,1,28.42
ORD000437,SKU0023,2,55.34
ORD000437,SKU0018,3,73.59
ORD000438,SKU0023,4,110.68
ORD000438,SKU0012,2,51.78
ORD000439,SKU0001,2,33.48
ORD000439,SKU0034,3,132.57
ORD000440,SKU0024,3,126.21
ORD000441,SKU0015,4,54.88
ORD000441,SKU0031,1,48.48
ORD000441,SKU0009,3,66.63
ORD000442,SKU0033,4,109.56
ORD000443,SKU0005,1,43.02
ORD000443,SKU0032,2,70.06
ORD000443,SKU0025,1,14.83
ORD000444,SKU0027,2,99.84
ORD000445,SKU0020,4,110.4
ORD000445,SKU0020,3,82.8
ORD000446,SKU0004,2,39.16
ORD000447,SKU0009,1,22.21
ORD000448,SKU0020,4,110.4
ORD000448,SKU0007,3,82.56
ORD000449,SKU0029,3,85.26
ORD000449,SKU0007,1,27.52
ORD000450,SKU0038,1,35.23
ORD000450,SKU0013,3,31.38
ORD000450,SKU0009,1,22.21
ORD000451,SKU0032,1,35.03
ORD000451,SKU0019,3,45.36
ORD000452,SKU0028,2,84.96
ORD000452,SKU0006,4,126.44
ORD000453,SKU0000,1,31.32
ORD000454,SKU0025,3,44.49
ORD000455,SKU0016,1,17.66
ORD000455,SKU0001,1,16.74
ORD000455,SKU0012,4,103.56
ORD000456,SKU0007,1,27.52
ORD000456,SKU0029,1,28.42
ORD000457,SKU0025,4,59.32
ORD000457,SKU0001,4,66.96
ORD000458,SKU0013,2,20.92
ORD000458,SKU0017,3,197.25
ORD000459,SKU0039,2,112.28
ORD000460,SKU0035,4,195.4
ORD000460,SKU0003,1,29.49
ORD000461,SKU0026,2,44.78
ORD000462,SKU0034,1,44.19
ORD000462,SKU0024,3,126.21
ORD000462,SKU0030,4,198.12
ORD000463,SKU0020,4,110.4
ORD000463,SKU0017,2,131.5
ORD000463,SKU0001,3,50.22
ORD000464,SKU0017,1,65.75
ORD000465,SKU0037,2,92.52
ORD000465,SKU0010,1,9.75
ORD000466,SKU0034,1,44.19
ORD000466,SKU0014,4,199.76
ORD000467,SKU0015,3,41.16
ORD000468,SKU0022,2,77.26
ORD000468,SKU0036,2,60.38
ORD000468,SKU0031,3,145.44
ORD000469,SKU0005,1,43.02
ORD000470,SKU0033,4,109.56
ORD000471,SKU0012,2,51.78
ORD000471,SKU0021,2,24.58
ORD000471,SKU0020,1,27.6
ORD000472,SKU0009,1,22.21
ORD000472,SKU0033,3,82.17
ORD000472,SKU0004,3,58.74
ORD000473,SKU0019,3,45.36
ORD000473,SKU0008,2,83.58
ORD000474,SKU0020,2,55.2
ORD000474,SKU0035,3,146.55
ORD000474,SKU0014,2,99.88
ORD000475,SKU0018,2,49.06
ORD000475,SKU0011,1,47.7
ORD000475,SKU0036,4,120.76
ORD000476,SKU0038,3,105.69
ORD000477,SKU0036,1,30.19
ORD000477,SKU0031,2,96.96
ORD000477,SKU0021,1,12.29
ORD000478,SKU0010,1,9.75
ORD000478,SKU0021,4,49.16
ORD000479,SKU0015,1,13.72
ORD000480,SKU0000,1,31.32
ORD000481,SKU0026,2,44.78
ORD000481,SKU0026,4,89.56
ORD000481,SKU0024,3,126.21
ORD000482,SKU0030,2,99.06
ORD000483,SKU0002,3,163.65
ORD000484,SKU0006,1,31.61
ORD000484,SKU0021,2,24.58
ORD000485,SKU0004,1,19.58
ORD000485,SKU0021,4,49.16
ORD000485,SKU0001,4,66.96
ORD000486,SKU0003,1,29.49
ORD000487,SKU0026,3,67.17
ORD000488,SKU0006,1,31.61
ORD000489,SKU0031,2,96.96
ORD000489,SKU0003,3,88.47
ORD000489,SKU0000,4,125.28
ORD000490,SKU0038,4,140.92
ORD000490,SKU0012,1,25.89
ORD000490,SKU0001,2,33.48
ORD000491,SKU0030,1,49.53
ORD000492,SKU0031,3,145.44
ORD000492,SKU0005,4,172.08
ORD000493,SKU0023,2,55.34
ORD000493,SKU0028,1,42.48
ORD000494,SKU0016,2,35.32
ORD000494,SKU0017,1,65.75
ORD000495,SKU0022,4,154.52
ORD000496,SKU0003,4,117.96
ORD000496,SKU0033,4,109.56
ORD000496,SKU0034,4,176.76
ORD000497,SKU0019,1,15.12
ORD000497,SKU0025,1,14.83
ORD000498,SKU0036,2,60.38
ORD000498,SKU0007,4,110.08
ORD000498,SKU0011,2,95.4
ORD000499,SKU0002,4,218.2
ORD000500,SKU0009,3,66.63
ORD000501,SKU0024,4,168.28
ORD000502,SKU0033,4,109.56
ORD000502,SKU0000,4,125.28
ORD000503,SKU0009,1,22.21
ORD000504,SKU0018,3,73.59
ORD000505,SKU0031,4,193.92
ORD000505,SKU0002,2,109.1
ORD000506,SKU0039,4,224.56
ORD000507,SKU0015,1,13.72
ORD000507,SKU0030,3,148.59
ORD000508,SKU0019,3,45.36
ORD000508,SKU0017,4,263.0
ORD000509,SKU0019,4,60.48
ORD000510,SKU0026,1,22.39
ORD000510,SKU0012,4,103.56
ORD000510,SKU0013,4,41.84
ORD000511,SKU0003,2,58.98
ORD000511,SKU0004,3,58.74
ORD000512,SKU0033,1,27.39
ORD000513,SKU0003,2,58.98
ORD000514,SKU0023,2,55.34
ORD000515,SKU0032,4,140.12
ORD000515,SKU0007,1,27.52
ORD000516,SKU0038,4,140.92
ORD000516,SKU0011,4,190.8
ORD000517,SKU0022,2,77.26
ORD000517,SKU0016,1,17.66
ORD000518,SKU0003,2,58.98
ORD000518,SKU0036,2,60.38
ORD000519,SKU0013,3,31.38
ORD000519,SKU0026,1,22.39
ORD000519,SKU0000,4,125.28
ORD000520,SKU0000,2,62.64
ORD000520,SKU0016,3,52.98
ORD000520,SKU0017,4,263.0
ORD000521,SKU0016,2,35.32
ORD000521,SKU0029,3,85.26
ORD000522,SKU0006,1,31.61
ORD000522,SKU0032,3,105.09
ORD000522,SKU0035,3,146.55
ORD000523,SKU0004,3,58.74
ORD000523,SKU0017,3,197.25
ORD000524,SKU0019,2,30.24
ORD000524,SKU0009,2,44.42
ORD000524,SKU0003,4,117.96
ORD000525,SKU0001,4,66.96
ORD000525,SKU0018,3,73.59
ORD000525,SKU0026,4,89.56
ORD000526,SKU0036,2,60.38
ORD000526,SKU0021,2,24.58
ORD000526,SKU0034,4,176.76
ORD000527,SKU0010,2,19.5
ORD000527,SKU0018,1,24.53
ORD000528,SKU0016,2,35.32
ORD000528,SKU0021,1,12.29
ORD000528,SKU0014,3,149.82
ORD000529,SKU0021,3,36.87
ORD000529,SKU0016,3,52.98
ORD000530,SKU0003,1,29.49
ORD000530,SKU0030,2,99.06
ORD000531,SKU0024,3,126.21
ORD000531,SKU0026,1,22.39
ORD000531,SKU0009,2,44.42
ORD000532,SKU0036,4,120.76
ORD000532,SKU0009,3,66.63
ORD000533,SKU0021,2,24.58
ORD000533,SKU0020,1,27.6
ORD000534,SKU0013,2,20.92
ORD000534,SKU0036,2,60.38
ORD000535,SKU0039,4,224.56
ORD000536,SKU0030,4,198.12
ORD000536,SKU0000,1,31.32
ORD000537,SKU0023,1,27.67
ORD000537,SKU0020,2,55.2
ORD000537,SKU0001,1,16.74
ORD000538,SKU0022,3,115.89
ORD000538,SKU0008,1,41.79
ORD000538,SKU0024,3,126.21
ORD000539,SKU0019,3,45.36
ORD000540,SKU0033,3,82.17
ORD000540,SKU0027,2,99.84
ORD000540,SKU0021,4,49.16
ORD000541,SKU0025,1,14.83
ORD000542,SKU0008,2,83.58
ORD000542,SKU0001,2,33.48
ORD000542,SKU0007,3,82.56
ORD000543,SKU0016,1,17.66
ORD000543,SKU0038,1,35.23
ORD000543,SKU0006,1,31.61
ORD000544,SKU0028,4,169.92
ORD000544,SKU0007,3,82.56
ORD000545,SKU0000,3,93.96
ORD000546,SKU0033,3,82.17
ORD000546,SKU0039,2,112.28
ORD000546,SKU0026,1,22.39
ORD000547,SKU0007,1,27.52
ORD000547,SKU0031,2,96.96
ORD000548,SKU0033,2,54.78
ORD000548,SKU0022,4,154.52
ORD000549,SKU0035,4,195.4
ORD000550,SKU0015,1,13.72
ORD000550,SKU0000,1,31.32
ORD000551,SKU0031,2,96.96
ORD000551,SKU0005,1,43.02
ORD000551,SKU0006,3,94.83
ORD000552,SKU0016,4,70.64
ORD000552,SKU0003,1,29.49
ORD000553,SKU0023,3,83.01
ORD000553,SKU0027,1,49.92
ORD000554,SKU0008,2,83.58
ORD000555,SKU0039,3,168.42
ORD000555,SKU0005,3,129.06
ORD000556,SKU0025,4,59.32
ORD000557,SKU0030,4,198.12
ORD000557,SKU0010,1,9.75
ORD000558,SKU0006,4,126.44
ORD000559,SKU0028,2,84.96
ORD000559,SKU0039,4,224.56
ORD000559,SKU0022,1,38.63
ORD000560,SKU0007,4,110.08
ORD000560,SKU0028,1,42.48
ORD000561,SKU0020,1,27.6
ORD000561,SKU0033,2,54.78
ORD000561,SKU0021,1,12.29
ORD000562,SKU0022,4,154.52
ORD000562,SKU0009,1,22.21
ORD000563,SKU0030,4,198.12
ORD000563,SKU0010,1,9.75
ORD000563,SKU0031,3,145.44
ORD000564,SKU0003,2,58.98
ORD000564,SKU0035,4,195.4
ORD000565,SKU0029,4,113.68
ORD000566,SKU0031,4,193.92
ORD000567,SKU0001,1,16.74
ORD000567,SKU0025,4,59.32
ORD000568,SKU0000,1,31.32
ORD000568,SKU0038,3,105.69
ORD000568,SKU0032,2,70.06
ORD000569,SKU0003,2,58.98
ORD000569,SKU0029,3,85.26
ORD000570,SKU0023,4,110.68
ORD000570,SKU0007,1,27.52
ORD000570,SKU0014,1,49.94
ORD000571,SKU0018,3,73.59
ORD000571,SKU0006,1,31.61
ORD000571,SKU0010,4,39.0
ORD000572,SKU0016,2,35.32
ORD000573,SKU0013,4,41.84
ORD000573,SKU0012,3,77.67
ORD000574,SKU0037,1,46.26
ORD000575,SKU0037,2,92.52
ORD000575,SKU0031,1,48.48
ORD000575,SKU0033,1,27.39
ORD000576,SKU0030,2,99.06
ORD000576,SKU0037,2,92.52
ORD000576,SKU0008,1,41.79
ORD000577,SKU0024,4,168.28
ORD000577,SKU0038,2,70.46
ORD000577,SKU0017,4,263.0
ORD000578,SKU0008,2,83.58
ORD000578,SKU0026,3,67.17
ORD000579,SKU0035,2,97.7
ORD000579,SKU0012,2,51.78
ORD000579,SKU0039,3,168.42
ORD000580,SKU0011,3,143.1
ORD000580,SKU0007,3,82.56
ORD000580,SKU0035,4,195.4
ORD000581,SKU0026,3,67.17
ORD000581,SKU0027,1,49.92
ORD000581,SKU0033,1,27.39
ORD000582,SKU0003,1,29.49
ORD000583,SKU0018,3,73.59
ORD000584,SKU0018,2,49.06
ORD000584,SKU0034,1,44.19
ORD000584,SKU0022,4,154.52
ORD000585,SKU0035,4,195.4
ORD000586,SKU0018,1,24.53
ORD000586,SKU0024,4,168.28
ORD000586,SKU0026,3,67.17
ORD000587,SKU0016,2,35.32
ORD000588,SKU0023,2,55.34
ORD000589,SKU0011,1,47.7
ORD000589,SKU0011,2,95.4
ORD000590,SKU0002,4,218.2
ORD000590,SKU0017,3,197.25
ORD000591,SKU0016,1,17.66
ORD000591,SKU0021,4,49.16
ORD000591,SKU0009,1,22.21
ORD000592,SKU0003,3,88.47
ORD000592,SKU0031,3,145.44
ORD000592,SKU0004,3,58.74
ORD000593,SKU0033,1,27.39
ORD000594,SKU0034,4,176.76
ORD000594,SKU0005,3,129.06
ORD000595,SKU0021,3,36.87
ORD000595,SKU0023,3,83.01
ORD000595,SKU0013,4,41.84
ORD000596,SKU0022,4,154.52
ORD000597,SKU0020,4,110.4
ORD000598,SKU0034,3,132.57
ORD000598,SKU0001,3,50.22
ORD000599,SKU0031,1,48.48
ORD000599,SKU0018,2,49.06
ORD000600,SKU0006,2,63.22
ORD000601,SKU0004,2,39.16
ORD000602,SKU0013,4,41.84
ORD000603,SKU0029,3,85.26
ORD000604,SKU0003,2,58.98
ORD000605,SKU0036,2,60.38
ORD000606,SKU0028,4,169.92
ORD000606,SKU0027,3,149.76
ORD000607,SKU0007,1,27.52
ORD000607,SKU0039,1,56.14
ORD000607,SKU0037,1,46.26
ORD000608,SKU0006,3,94.83
ORD000608,SKU0019,1,15.12
ORD000608,SKU0018,4,98.12
ORD000609,SKU0001,4,66.96
ORD000609,SKU0010,2,19.5
ORD000609,SKU0008,4,167.16
ORD000610,SKU0009,3,66.63
ORD000610,SKU0023,1,27.67
ORD000610,SKU0035,2,97.7
ORD000611,SKU0036,4,120.76
ORD000612,SKU0019,2,30.24
ORD000613,SKU0032,2,70.06
ORD000613,SKU0010,2,19.5
ORD000614,SKU0007,2,55.04
ORD000615,SKU0029,1,28.42
ORD000615,SKU0018,1,24.53
ORD000615,SKU0016,1,17.66
ORD000616,SKU0021,3,36.87
ORD000616,SKU0008,2,83.58
ORD000617,SKU0004,2,39.16
ORD000617,SKU0020,4,110.4
ORD000617,SKU0028,3,127.44
ORD000618,SKU0037,2,92.52
ORD000618,SKU0036,3,90.57
ORD000618,SKU0020,4,110.4
ORD000619,SKU0015,2,27.44
ORD000619,SKU0027,3,149.76
ORD000620,SKU0021,4,49.16
ORD000620,SKU0029,4,113.68
ORD000620,SKU0022,3,115.89
ORD000621,SKU0011,1,47.7
ORD000622,SKU0012,3,77.67
ORD000622,SKU0004,1,19.58
ORD000622,SKU0001,1,16.74
ORD000623,SKU0037,2,92.52
ORD000623,SKU0002,3,163.65
ORD000624,SKU0009,3,66.63
ORD000624,SKU0025,2,29.66
ORD000625,SKU0029,1,28.42
ORD000626,SKU0000,2,62.64
ORD000626,SKU0039,2,112.28
ORD000626,SKU0032,2,70.06
ORD000627,SKU0036,2,60.38
ORD000628,SKU0014,4,199.76
ORD000629,SKU0023,2,55.34
ORD000629,SKU0002,2,109.1
ORD000630,SKU0030,4,198.12
ORD000630,SKU0002,1,54.55
ORD000631,SKU0033,3,82.17
ORD000631,SKU0016,2,35.32
ORD000631,SKU0024,4,168.28
ORD000632,SKU0016,4,70.64
ORD000632,SKU0014,4,199.76
ORD000632,SKU0022,3,115.89
ORD000633,SKU0000,2,62.64
ORD000633,SKU0028,2,84.96
ORD000633,SKU0014,1,49.94
ORD000634,SKU0009,2,44.42
ORD000635,SKU0007,2,55.04
ORD000635,SKU0026,3,67.17
ORD000635,SKU0007,4,110.08
ORD000636,SKU0037,2,92.52
ORD000637,SKU0002,2,109.1
ORD000638,SKU0032,1,35.03
ORD000639,SKU0010,3,29.25
ORD000640,SKU0038,1,35.23
ORD000640,SKU0018,1,24.53
ORD000641,SKU0030,4,198.12
ORD000641,SKU0010,2,19.5
ORD000641,SKU0026,2,44.78
ORD000642,SKU0032,3,105.09
ORD000642,SKU0010,3,29.25
ORD000642,SKU0029,1,28.42
ORD000643,SKU0008,1,41.79
ORD000643,SKU0001,2,33.48
ORD000644,SKU0026,2,44.78
ORD000644,SKU0038,1,35.23
ORD000644,SKU0011,4,190.8
ORD000645,SKU0032,1,35.03
ORD000645,SKU0005,4,172.08
ORD000645,SKU0008,1,41.79
ORD000646,SKU0023,1,27.67
ORD000646,SKU0033,4,109.56
ORD000647,SKU0022,1,38.63
ORD000647,SKU0027,2,99.84
ORD000648,SKU0005,3,129.06
ORD000649,SKU0016,2,35.32
ORD000649,SKU0000,1,31.32
ORD000650,SKU0033,1,27.39
ORD000651,SKU0020,4,110.4
ORD000651,SKU0023,1,27.67
ORD000651,SKU0009,4,88.84
ORD000652,SKU0034,4,176.76
ORD000652,SKU0036,3,90.57
ORD000653,SKU0025,2,29.66
ORD000653,SKU0026,4,89.56
ORD000653,SKU0011,3,143.1
ORD000654,SKU0016,3,52.98
ORD000654,SKU0036,3,90.57
ORD000655,SKU0007,2,55.04
ORD000655,SKU0028,2,84.96
ORD000655,SKU0006,2,63.22
ORD000656,SKU0035,1,48.85
ORD000656,SKU0010,4,39.0
ORD000657,SKU0030,4,198.12
ORD000658,SKU0014,3,149.82
ORD000658,SKU0005,1,43.02
ORD000659,SKU0033,3,82.17
ORD000659,SKU0038,1,35.23
ORD000659,SKU0011,4,190.8
ORD000660,SKU0033,3,82.17
ORD000661,SKU0032,2,70.06
ORD000661,SKU0039,2,112.28
ORD000661,SKU0002,3,163.65
ORD000662,SKU0005,3,129.06
ORD000663,SKU0025,4,59.32
ORD000663,SKU0037,2,92.52
ORD000663,SKU0033,1,27.39
ORD000664,SKU0018,3,73.59
ORD000664,SKU0022,3,115.89
ORD000664,SKU0014,2,99.88
ORD000665,SKU0000,3,93.96
ORD000665,SKU0011,4,190.8
ORD000665,SKU0032,1,35.03
ORD000666,SKU0018,3,73.59
ORD000666,SKU0007,3,82.56
ORD000666,SKU0034,3,132.57
ORD000667,SKU0030,2,99.06
ORD000667,SKU0021,4,49.16
ORD000667,SKU0029,1,28.42
ORD000668,SKU0004,4,78.32
ORD000668,SKU0014,2,99.88
ORD000669,SKU0033,1,27.39
ORD000669,SKU0016,2,35.32
ORD000670,SKU0021,1,12.29
ORD000670,SKU0035,2,97.7
ORD000671,SKU0013,3,31.38
ORD000671,SKU0011,2,95.4
ORD000672,SKU0015,3,41.16
ORD000673,SKU0015,3,41.16
ORD000674,SKU0005,4,172.08
ORD000675,SKU0002,4,218.2
ORD000675,SKU0023,3,83.01
ORD000675,SKU0031,3,145.44
ORD000676,SKU0017,4,263.0
ORD000676,SKU0014,2,99.88
ORD000676,SKU0003,4,117.96
ORD000677,SKU0032,3,105.09
ORD000678,SKU0007,4,110.08
ORD000678,SKU0020,1,27.6
ORD000679,SKU0037,1,46.26
ORD000679,SKU0020,3,82.8
ORD000680,SKU0035,3,146.55
ORD000681,SKU0039,3,168.42
ORD000681,SKU0023,2,55.34
ORD000682,SKU0026,3,67.17
ORD000683,SKU0028,2,84.96
ORD000683,SKU0036,2,60.38
ORD000684,SKU0017,2,131.5
ORD000685,SKU0012,2,51.78
ORD000685,SKU0009,4,88.84
ORD000686,SKU0031,2,96.96
ORD000686,SKU0033,3,82.17
ORD000687,SKU0035,1,48.85
ORD000687,SKU0025,1,14.83
ORD000688,SKU0016,4,70.64
ORD000689,SKU0021,3,36.87
ORD000689,SKU0023,3,83.01
ORD000689,SKU0035,3,146.55
ORD000690,SKU0007,3,82.56
ORD000690,SKU0038,2,70.46
ORD000691,SKU0034,2,88.38
ORD000691,SKU0018,3,73.59
ORD000691,SKU0020,4,110.4
ORD000692,SKU0039,3,168.42
ORD000692,SKU0029,2,56.84
ORD000693,SKU0039,4,224.56
ORD000693,SKU0004,1,19.58
ORD000694,SKU0020,3,82.8
ORD000695,SKU0025,3,44.49
ORD000695,SKU0028,3,127.44
ORD000695,SKU0037,4,185.04
ORD000696,SKU0001,2,33.48
ORD000697,SKU0005,2,86.04
ORD000697,SKU0010,4,39.0
ORD000697,SKU0006,1,31.61
ORD000698,SKU0003,1,29.49
ORD000698,SKU0025,1,14.83
ORD000698,SKU0006,3,94.83
ORD000699,SKU0024,3,126.21
ORD000700,SKU0018,4,98.12
ORD000700,SKU0008,2,83.58
ORD000700,SKU0033,2,54.78
ORD000701,SKU0022,3,115.89
ORD000701,SKU0030,4,198.12
ORD000701,SKU0034,3,132.57
ORD000702,SKU0034,2,88.38
ORD000703,SKU0036,4,120.76
ORD000703,SKU0033,3,82.17
ORD000703,SKU0022,4,154.52
ORD000704,SKU0028,3,127.44
ORD000705,SKU0009,3,66.63
ORD000705,SKU0000,1,31.32
ORD000706,SKU0018,4,98.12
ORD000706,SKU0034,1,44.19
ORD000707,SKU0000,4,125.28
ORD000707,SKU0018,2,49.06
ORD000708,SKU0012,4,103.56
ORD000708,SKU0035,4,195.4
ORD000709,SKU0024,4,168.28
ORD000710,SKU0027,2,99.84
ORD000711,SKU0034,3,132.57
ORD000711,SKU0026,2,44.78
ORD000712,SKU0018,1,24.53
ORD000713,SKU0039,4,224.56
ORD000713,SKU0012,3,77.67
ORD000714,SKU0034,1,44.19
ORD000715,SKU0017,2,131.5
ORD000715,SKU0028,1,42.48
ORD000716,SKU0000,4,125.28
ORD000717,SKU0019,4,60.48
ORD000717,SKU0023,4,110.68
ORD000718,SKU0009,1,22.21
ORD000719,SKU0034,4,176.76
ORD000720,SKU0024,1,42.07
ORD000720,SKU0007,2,55.04
ORD000721,SKU0002,2,109.1
ORD000722,SKU0013,4,41.84
ORD000722,SKU0024,3,126.21
ORD000722,SKU0020,2,55.2
ORD000723,SKU0007,3,82.56
ORD000723,SKU0030,3,148.59
ORD000723,SKU0012,3,77.67
ORD000724,SKU0015,4,54.88
ORD000725,SKU0017,1,65.75
ORD000726,SKU0002,4,218.2
ORD000727,SKU0005,2,86.04
ORD000727,SKU0010,4,39.0
ORD000728,SKU0003,1,29.49
ORD000728,SKU0022,2,77.26
ORD000728,SKU0034,1,44.19
ORD000729,SKU0020,3,82.8
ORD000730,SKU0024,3,126.21
ORD000731,SKU0031,4,193.92
ORD000732,SKU0031,2,96.96
ORD000732,SKU0036,2,60.38
ORD000732,SKU0034,3,132.57
ORD000733,SKU0038,2,70.46
ORD000733,SKU0004,2,39.16
ORD000734,SKU0034,3,132.57
ORD000734,SKU0029,1,28.42
ORD000735,SKU0011,1,47.7
ORD000735,SKU0039,3,168.42
ORD000735,SKU0039,2,112.28
ORD000736,SKU0034,4,176.76
ORD000736,SKU0012,4,103.56
ORD000736,SKU0035,2,97.7
ORD000737,SKU0026,3,67.17
ORD000737,SKU0007,1,27.52
ORD000738,SKU0008,2,83.58
ORD000739,SKU0031,2,96.96
ORD000740,SKU0024,4,168.28
ORD000740,SKU0033,3,82.17
ORD000740,SKU0003,3,88.47
ORD000741,SKU0013,4,41.84
ORD000742,SKU0003,3,88.47
ORD000742,SKU0035,4,195.4
ORD000742,SKU0023,1,27.67
ORD000743,SKU0002,1,54.55
ORD000743,SKU0019,1,15.12
ORD000743,SKU0013,1,10.46
ORD000744,SKU0024,2,84.14
ORD000744,SKU0012,2,51.78
ORD000744,SKU0036,2,60.38
ORD000745,SKU0006,3,94.83
ORD000745,SKU0029,4,113.68
ORD000746,SKU0035,4,195.4
ORD000747,SKU0010,4,39.0
ORD000747,SKU0022,3,115.89
ORD000747,SKU0035,3,146.55
ORD000748,SKU0027,3,149.76
ORD000748,SKU0038,2,70.46
ORD000748,SKU0036,2,60.38
ORD000749,SKU0016,3,52.98
ORD000749,SKU0028,4,169.92
ORD000749,SKU0025,1,14.83
ORD000750,SKU0001,2,33.48
ORD000750,SKU0019,1,15.12
ORD000750,SKU0019,2,30.24
ORD000751,SKU0017,2,131.5
ORD000752,SKU0022,2,77.26
ORD000752,SKU0008,3,125.37
ORD000753,SKU0014,3,149.82
ORD000754,SKU0025,2,29.66
ORD000754,SKU0004,3,58.74
ORD000754,SKU0030,2,99.06
ORD000755,SKU0038,3,105.69
ORD000756,SKU0005,1,43.02
ORD000756,SKU0021,3,36.87
ORD000757,SKU0014,1,49.94
ORD000758,SKU0033,1,27.39
ORD000758,SKU0020,2,55.2
ORD000759,SKU0014,2,99.88
ORD000759,SKU0003,4,117.96
ORD000759,SKU0028,1,42.48
ORD000760,SKU0025,2,29.66
ORD000760,SKU0008,3,125.37
ORD000761,SKU0003,4,117.96
ORD000761,SKU0016,1,17.66
ORD000761,SKU0025,4,59.32
ORD000762,SKU0035,2,97.7
ORD000762,SKU0031,4,193.92
ORD000763,SKU0039,2,112.28
ORD000763,SKU0015,1,13.72
ORD000763,SKU0017,4,263.0
ORD000764,SKU0007,4,110.08
ORD000765,SKU0012,3,77.67
ORD000765,SKU0022,1,38.63
ORD000766,SKU0039,4,224.56
ORD000766,SKU0039,2,112.28
ORD000767,SKU0012,3,77.67
ORD000768,SKU0003,2,58.98
ORD000769,SKU0000,3,93.96
ORD000769,SKU0007,3,82.56
ORD000770,SKU0021,2,24.58
